Nr,jaar,verbatimEventDate,eventDate2,day,month,year,eventDate,Gemeente,ADRES,Melder,X,Y,aantalBomen,gemiddeldAantalNestenPerBoom,Opmerkingen
EPR1164,2008,27/06/2008,27/06/2008,27,06,2008,2008-06-27,WACHTEBEKE,Puyenbroeck: speelbos,openbaar,114856,204757,,,
EPR1165,2008,jun/08,01/06/2008,01,06,2008,2008-06-01,WACHTEBEKE,"Parallelweg N49/E34 kmpaal 37,9-36 ts Langelede en Kloosterbos",openbaar,113142,209244,8,,
EPR1166,2008,jun/08,01/06/2008,01,06,2008,2008-06-01,WACHTEBEKE,Parallelweg N49/E34 kmpaal 30-29 ts Kruisstraat en Pereboom,openbaar,120478,210200,15,,
EPR1167,2008,jun/08,01/06/2008,01,06,2008,2008-06-01,WACHTEBEKE,Axelsvaardeken (ca midden straat),openbaar,115703,207670,,,
EPR1168,2008,jun/08,01/06/2008,01,06,2008,2008-06-01,WACHTEBEKE,Dorp 25 (klooster Zusters St-Vincentius à Paulo),privé,114242,206461,,,
EPR1169,2008,19/06/2008,19/06/2008,19,06,2008,2008-06-19,ZELE,André Bogaertstraat 15,privé,127966,197494,1,2,
EPR1170,2008,24/05/2008,24/05/2008,24,05,2008,2008-05-24,ZELE,Dendermondebaan 141,privé,127795,194913,3,15,
EPR1171,2008,19/05/2008,19/05/2008,19,05,2008,2008-05-19,ZELE,Durmen 228D,privé,128419,197438,1,1,
EPR1172,2008,3/06/2008,3/06/2008,03,06,2008,2008-06-03,ZELE,Gentsesteenweg 273,privé,124034,193870,2,4,
EPR1173,2008,21/05/2008,21/05/2008,21,05,2008,2008-05-21,ZELE,Hansevelde 99,privé,129992,195613,1,2,
EPR1174,2008,27/05/2008,27/05/2008,27,05,2008,2008-05-27,ZELE,Kamershoek 171,privé,124782,192634,1,5,
EPR1175,2008,"22/05/2008
19/06/2008",22/05/2008,22,05,2008,2008-05-22,ZELE,Kouterstraat 162,privé,125857,194913,"1
1","4
4",
EPR1176,2008,27/05/2008,27/05/2008,27,05,2008,2008-05-27,ZELE,Langestraat 132,privé,126785,194633,1,2,
EPR1177,2008,3/06/2008,3/06/2008,03,06,2008,2008-06-03,ZELE,Langevelde 59,privé,128757,196136,1,10,
EPR1178,2008,"19/05/2008
3/06/2008",19/05/2008,19,05,2008,2008-05-19,ZELE,Rinkhout 110A,privé,128010,195257,"1
1","2
1",
EPR1179,2008,3/06/2008,3/06/2008,03,06,2008,2008-06-03,ZELE,Rinkhout 165,privé,127996,195296,1,1,
EPR1180,2008,9/06/2008,9/06/2008,09,06,2008,2008-06-09,ZELE,Rinkhout 75,privé,127707,195366,1,2,
EPR1181,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,AALST,Baron Romain Moyersoenpark (wijk),openbaar,128083,180737,1,aantal kleine nesten,
EPR1182,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,AALST,Leirekensroute (fietspad op oude spoorwegberm) Statiestr-Spoorstr,openbaar,132301,182925,verschillende,verschillende nesten,
EPR1183,2009,15/05/2009,15/05/2009,15,05,2009,2009-05-15,BEVEREN,Bergstraat 10,privé,140536,207635,1,1,
EPR1184,2009,15/05/2009,15/05/2009,15,05,2009,2009-05-15,BEVEREN,Boerenstraat 197,privé,139328,210105,1,5,
EPR1185,2009,15/05/2009,15/05/2009,15,05,2009,2009-05-15,BEVEREN,Fazantenlaan 1,privé,143520,213072,1,2,
EPR1186,2009,15/05/2009,15/05/2009,15,05,2009,2009-05-15,BEVEREN,Heilig Hartschool Pastoor Steenssensstr 110,privé,140728,211460,1,1,
EPR1187,2009,15/05/2009,15/05/2009,15,05,2009,2009-05-15,BEVEREN,Heilig Hartschool St-Martenslaan 47,privé,141539,211171,1,1,
EPR1188,2009,3/06/2009,3/06/2009,03,06,2009,2009-06-03,BEVEREN,"Hof ter Saksen - grote eik park F4 (park, Haasdonkbaan 101)",openbaar,140965,210006,1,1,
EPR1189,2009,29/06/2009,29/06/2009,29,06,2009,2009-06-29,BEVEREN,Hof ter Saksen - jonge eikendreef midden hoofddreef op orthofoto,openbaar,141016,209879,2,2,
EPR1190,2009,8/06/2009,8/06/2009,08,06,2009,2009-06-08,BEVEREN,Hof ter Saksen - natuurtuin,openbaar,141228,209888,1,1,
EPR1191,2009,3-8/06/2009,3/06/2009,03,06,2009,2009-06-03,BEVEREN,Jan Bekenshoek 19,privé,143504,212015,1,3 +1,
EPR1192,2009,3/06/2009,3/06/2009,03,06,2009,2009-06-03,BEVEREN,Kallobaan 1 (Sint-Maarten bovenschool),Privé,142343,211751,1,1,
EPR1193,2009,3/06/2009,3/06/2009,03,06,2009,2009-06-03,BEVEREN,Klein Laarstraat (midden straat),privé,136041,212400,2,3,
EPR1194,2009,8/06/2009,8/06/2009,08,06,2009,2009-06-08,BEVEREN,Kloosterstraat 39,privé,142308,211719,1,1,
EPR1195,2009,2/07/2009,2/07/2009,02,07,2009,2009-07-02,BEVEREN,Kromstraat 13,privé,141099,212889,3,3,
EPR1196,2009,29/06/2009,29/06/2009,29,06,2009,2009-06-29,BEVEREN,Leurshoek 101,privé,142339,213197,4,10,
EPR1197,2009,10/06/2009,10/06/2009,10,06,2009,2009-06-10,BEVEREN,Molenbeekweg thv huisnrs 25 en 27,Openbaar,144252,211984,1,1,
EPR1198,2009,29/06/2009,29/06/2009,29,06,2009,2009-06-29,BEVEREN,Mosselbank 30,privé,138510,212170,1,1,
EPR1199,2009,16/06/2009,16/06/2009,16,06,2009,2009-06-16,BEVEREN,Pastoor Steenssensstraat 88,Privé,140711,211245,1,1,
EPR1200,2009,17/06/2009,17/06/2009,17,06,2009,2009-06-17,BEVEREN,S Herenwilg (midden straat),privé,140050,211413,1,4,
EPR1201,2009,3/06/2009,3/06/2009,03,06,2009,2009-06-03,BEVEREN,sportzone thv Meerminnendam,openbaar,140996,211501,1,1,
EPR1202,2009,10/06/2009,10/06/2009,10,06,2009,2009-06-10,BEVEREN,Vesten 45,privé,143049,211928,3,4,
EPR1203,2009,3/06/2009,3/06/2009,03,06,2009,2009-06-03,BEVEREN,Winningenstraat 3,privé,144365,210129,1,5,
EPR1204,2009,4/06/2009,4/06/2009,04,06,2009,2009-06-04,Buggenhout,Brandstraat 76,privé,135703,189225,1,,
EPR1205,2009,23/06/2009,23/06/2009,23,06,2009,2009-06-23,Buggenhout,Collegestraat 1 (gemeenteschool),openbaar,137679,189101,1,1,
EPR1206,2009,4/06/2009,4/06/2009,04,06,2009,2009-06-04,DENDERMONDE,Koning Albertstraat 45 (basisschool De Bijenkorf),prive,132089,189890,1,1 klein,
EPR1207,2009,4/05/2009,4/05/2009,04,05,2009,2009-05-04,DENDERMONDE,Mespelarestraat 13,prive,128326,187686,1,,
EPR1208,2009,26/05/2009,26/05/2009,26,05,2009,2009-05-26,DENDERMONDE,Baasrodestraat 84,prive,134804,192152,1,"1 grote, 3 kleine",
EPR1209,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,DENDERMONDE,Baasrodestraat 228,prive,133882,192161,3,9,
EPR1210,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,DENDERMONDE,Baasrodestraat 205,prive,134404,192054,1,2,
EPR1211,2009,16/06/2009,16/06/2009,16,06,2009,2009-06-16,DENDERMONDE,Baasrodestraat 213,prive,134388,192129,1,2,
EPR1212,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,DENDERMONDE,Broekkouter 76,prive,134861,192355,2,,
EPR1213,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,DENDERMONDE,Broekkantstraat 294 (achterzijde = naast Broekkouter 76),prive,134883,192398,1,,
EPR1214,2009,2/05/2009,2/05/2009,02,05,2009,2009-05-02,DENDERMONDE,Olieslagerstraat 122,prive,132981,189647,1,3,
EPR1215,2009,10/06/2009,10/06/2009,10,06,2009,2009-06-10,DENDERMONDE,"Kalendijk (spoorweg viaduct, trap kant Kalendijk)",openbaar domein,131462,190433,1,2,
EPR1216,2009,10/06/2009,10/06/2009,10,06,2009,2009-06-10,DENDERMONDE,Maaistraat (midden straat),openbaar,129097,192501,1,1,
EPR1217,2009,17/06/2009,17/06/2009,17,06,2009,2009-06-17,DENDERMONDE,Bakkerstraat 154,prive,131131,193444,1,1,
EPR1218,2009,22/06/2009,22/06/2009,22,06,2009,2009-06-22,DENDERMONDE,Baleunisstraat 70-72,prive,131961,190485,1,15,
EPR1219,2009,22/06/2009,22/06/2009,22,06,2009,2009-06-22,DENDERMONDE,Zeelsebaan 51,prive,130761,192790,1,1,
EPR1220,2009,23/06/2009,23/06/2009,23,06,2009,2009-06-23,DENDERMONDE,Provinciale baan 171,prive,137710,191260,1,3,
EPR1221,2009,26/06/2009,26/06/2009,26,06,2009,2009-06-26,DENDERMONDE,Vosmeer 7,,133492,191104,1,19,
EPR1222,2009,29/06/2009,29/06/2009,29,06,2009,2009-06-29,DENDERMONDE,Steenweg van Grembergen 29,prive,131179,192047,1,2,
EPR1223,2009,29/06/2009,29/06/2009,29,06,2009,2009-06-29,DENDERMONDE,"Kalendijkgebied, oudere geboortebos (bos tss zwembad en St-Blasius)",openbaar,131795,190790,1,,
EPR1224,2009,30/06/2009,30/06/2009,30,06,2009,2009-06-30,DENDERMONDE,Gentsesteenweg 53,prive,130217,191308,1,7,
EPR1225,2009,1/07/2009,1/07/2009,01,07,2009,2009-07-01,DENDERMONDE,Zandstraat 92,prive,128822,191050,1,4,
EPR1226,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,DENDERMONDE,Voortweg,openbaar,131939,193144,1,,
EPR1227,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,DENDERMONDE,Voortweg,openbaar,132217,193214,1,,
EPR1228,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,DENDERMONDE,Voortweg,openbaar,132483,193384,3,,
EPR1229,2009,jun/09,01/06/2009,01,06,2009,2009-06-01,DESTELBERGEN,Helstwegel 5,privé,110328,191916,1,1,
EPR1230,2009,mei/09,01/05/2009,01,05,2009,2009-05-01,DESTELBERGEN,Kalverbosstraat (midden straat),privé,110139,189565,1,1,
EPR1231,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,WACHTEBEKE,"N49/E34 Parallelweg noord (km 31,88 en 32,15)
tussen Brandstraat en Kruisstraat",Openbaar,118008,209599,,,
EPR1232,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,WACHTEBEKE,"N49/E34 middenberm (km 34,2 en 35,2)
 tussen Catharinastraat en Ramonshoek",Openbaar,116019,208780,,,
EPR1233,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,WACHTEBEKE,"N49/E34 middenberm (km 33,61 en 33,95)
ter hoogte van Brandstraat",Openbaar,116729,208891,,,
EPR1234,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,WACHTEBEKE,Groenstraat (midden straat),Privé,113267,206515,3,7,
EPR1235,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,WACHTEBEKE,"N49/E34 Parallelweg zuid 
 tussen Langelede en Kloosterbos = ? Ankerstraat (Kloosterbos)",openbaar,113142,209244,10,1,
EPR1236,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,WACHTEBEKE,"N49/E34 Parallelweg zuid 
 tussen Langelede en Catharinastraat",openbaar,114595,208586,7,1/mrt,
EPR1237,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,WACHTEBEKE,"N49/E34 Parallelweg zuid 
 tussen Catharinastraat en Ramonshoek",openbaar,115861,208721,38,1/mei,
EPR1238,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,KRUIBEKE,Bazelstraat 57,Privé,145891,206481,1,1,
EPR1239,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,KRUIBEKE,Houtenkruisstraat 35,Privé,144856,205585,1,1,
EPR1240,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,KRUIBEKE,Meeuwenlaan 5,Openbaar,145409,204481,1,1,
EPR1241,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,KRUIBEKE,Lange Gaanweg (midden straat),Openbaar,146021,204055,1,1,
EPR1242,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,KRUIBEKE,Wissekerkelaan 26,Privé,144947,203544,1,1,
EPR1243,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,KRUIBEKE,Kerkstraat 61a,Privé,144794,204326,1,1,
EPR1244,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,KRUIBEKE,Barbierstraat 18,Privé,145050,204963,1,1,
EPR1245,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,KRUIBEKE,St. Pietersdoorn 4,Privé,143783,204329,1,1,
EPR1246,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,LOCHRISTI,Kloosterstraat 33 (school),prive,115536,196460,,4,
EPR1247,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,LOCHRISTI,Dam 73,privé,114770,204331,,verschilende,
EPR1248,2009,15/06/2009,15/06/2009,15,06,2009,2009-06-15,LOKEREN,"Eikelstraat 18 (rechts van garage aan woning, 2 percelen voorbij nr 14)",prive,123013,203153,1,1,
EPR1249,2009,29/05/2009,29/05/2009,29,05,2009,2009-05-29,LOKEREN,F/W tussen daknamdorp en daknammolenstraat midden pad,openbaar,123506,201487,1,1,
EPR1250,2009,3/06/2009,3/06/2009,03,06,2009,2009-06-03,LOKEREN,fietspad molsbroek links komende van toegangsweg Oude Baan,openbaar,124697,199442,3,6,
EPR1251,2009,16/06/2009,16/06/2009,16,06,2009,2009-06-16,LOKEREN,Gentsesteenweg 328 (rechts van woning naast oprit),prive,117957,199966,2,8,
EPR1252,2009,8/07/2009,8/07/2009,08,07,2009,2009-07-08,LOKEREN,"Groendreef (neveda terrein, op hoek oprit en naast poort  magazijn, midden straat)",openbaar,123103,200016,2,4,
EPR1253,2009,29/05/2009,29/05/2009,29,05,2009,2009-05-29,LOKEREN,Groendreef Stadspark Ter Beuken vollybalpleintje,openbaar,122906,199683,1,1,
EPR1254,2009,29/05/2009,29/05/2009,29,05,2009,2009-05-29,LOKEREN,Groendreef Stadspark Ter Beuken westzijde vijver,openbaar,123119,199931,1,1,
EPR1255,2009,3/06/2009,3/06/2009,03,06,2009,2009-06-03,LOKEREN,Groenstraat hoek Waasmunsterbaan (parkje: boom rechts van kapel),openbaar,125715,199674,1,1,
EPR1256,2009,16/06/2009,16/06/2009,16,06,2009,2009-06-16,LOKEREN,Groenstraat 72 (achter woning in tuin    ),prive,125443,200504,1,1,
EPR1257,2009,11/06/2009,11/06/2009,11,06,2009,2009-06-11,LOKEREN,Fernand Hanusdreef 39 (school) aan ingang school rechts kerk en achterzijde,openbaar,117981,198379,2,2,
EPR1258,2009,29/05/2009,29/05/2009,29,05,2009,2009-05-29,LOKEREN,Hanusdreef 65 achtertuin,prive,117758,198304,1,1,
EPR1259,2009,9/06/2009,9/06/2009,09,06,2009,2009-06-09,LOKEREN,Hoogstraat 192  (school: aan kippenhok en achteraan grasplein in hoek),openbaar,121053,199394,2,4,
EPR1260,2009,3/06/2009,3/06/2009,03,06,2009,2009-06-03,LOKEREN,Kanaalstraat parkje langs bocht achterste bomen langs plantsoen,prive,123965,198580,2,8,
EPR1261,2009,29/05/2009,29/05/2009,29,05,2009,2009-05-29,LOKEREN,Kriktestraat 37 (achtertuin ),prive,123636,201920,1,2,
EPR1262,2009,3/06/2009,3/06/2009,03,06,2009,2009-06-03,LOKEREN,Oud Strijderslaan hoek Sportlaan langs voetpad,openbaar,124128,199299,1,1,
EPR1263,2009,3/06/2009,3/06/2009,03,06,2009,2009-06-03,LOKEREN,Oud Strijderslaan hoek Veerstraat bosje parking,openbaar,123934,199353,1,1,
EPR1264,2009,7/07/2009,7/07/2009,07,07,2009,2009-07-07,LOKEREN,Rechtstraat 81 (rechts naast oprit),prive,120464,203855,1,1,
EPR1265,2009,3/06/2009,3/06/2009,03,06,2009,2009-06-03,LOKEREN,Vispoelstraat langs weg midden straat,openbaar,119671,197084,1,1,
EPR1266,2009,6/06/2009,6/06/2009,06,06,2009,2009-06-06,SINT-GILLIS-WAAS,Hofpachtstraat (vroeger: Dweersstraat) midden straat,openbaar,129687,213544,3,3,
EPR1267,2009,23/06/2009,23/06/2009,23,06,2009,2009-06-23,SINT-GILLIS-WAAS,Fort Bedmarstraat 35,privé,132198,217539,1,1,
EPR1268,2009,23/06/2009,23/06/2009,23,06,2009,2009-06-23,SINT-GILLIS-WAAS,Gentstraat 64,privé,131226,208393,1,1,
EPR1269,2009,1/07/1905,1/07/2009,01,07,2009,2009-07-01,SINT-NIKLAAS,Modernadreef 23,Privé,132882,206619,1,,
EPR1270,2009,29/05/2009,29/05/2009,29,05,2009,2009-05-29,Sint-Niklaas,Hoogstraat 233,privaat,134002,208997,1,1,
EPR1271,2009,8/06/2009,8/06/2009,08,06,2009,2009-06-08,Sint-Niklaas,Koningin Fabiolapark sportterrein,openbaar,135296,205027,1,,
EPR1272,2009,4/06/2009,4/06/2009,04,06,2009,2009-06-04,Sint-Niklaas,Galgstraat openbaar groen thv spoor,openbaar,136924,204979,,,
EPR1273,2009,4/06/2008,4/06/2008,04,06,2008,2008-06-04,Sint-Niklaas,Pastoor Copstraat (Westakkers aan voetbalterrein),openbaar,138102,207731,,,
EPR1274,2009,8/06/2009,8/06/2009,08,06,2009,2009-06-08,Sint-Niklaas,Pater Christophestraat 9,privaat,128704,203656,2,2,
EPR1275,2009,10/06/2009,10/06/2009,10,06,2009,2009-06-10,Sint-Niklaas,Hoogkamerstraat 42,privaat,137075,203795,5,1 tot 2,
EPR1276,2009,12/06/2009,12/06/2009,12,06,2009,2009-06-12,Sint-Niklaas,Hellestraat rechtover nr 50,openbaar,125750,204430,1,1,
EPR1277,2009,12/06/2009,12/06/2009,12,06,2009,2009-06-12,Sint-Niklaas,Stationswegel 3e boom,openbaar,128979,203781,1,1,
EPR1278,2009,18/06/2009,18/06/2009,18,06,2009,2009-06-18,Sint-Niklaas,Klapperbeekstraat 129,privaat,135458,208166,1,2,
EPR1279,2009,23/06/2009,23/06/2009,23,06,2009,2009-06-23,Sint-Niklaas,Vlasstraat 29,privaat,135315,207829,2,2,
EPR1280,2009,29/06/2009,29/06/2009,29,06,2009,2009-06-29,Sint-Niklaas,Hooimanstraat 107,privaat,128188,204693,2,3,
EPR1281,2009,8/07/2009,8/07/2009,08,07,2009,2009-07-08,Sint-Niklaas,Colliestraat (voorlaatste eik komende van de Kleemstraat),openbaar,130671,205536,1,1,
EPR1282,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,STEKENE,Donkerhofstede 18,Privaat,126152,212654,,,
EPR1283,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,STEKENE,Hellestraat 206,Openbaar,127238,214168,1,2,
EPR1284,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,STEKENE,Kemelstraat 20,Openbaar,126867,214341,1,1,
EPR1285,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,STEKENE,Polderstraat 9,Privaat,126521,212782,,,
EPR1286,2009,16/06/2009,16/06/2009,16,06,2009,2009-06-16,STEKENE,Sparrenhofdreef 25,Privaat,126820,210703,1,?,
EPR1287,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,STEKENE,Teerlingstraat 49,Privaat,126263,211840,,,
EPR1288,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Cesar Hinderdaelstraat 17,privé,137661,202630,1,,
EPR1289,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Canadalaan 7,privé,137291,201613,4,,
EPR1290,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Cauwerburg 272,privé,137763,201121,2,,
EPR1291,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Doornstraat 172,privé,138560,204086,2,,
EPR1292,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Doornstraat 63A,privé,138867,203368,1,,
EPR1293,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Gasthuisstraat (eik op VP-terrein achter sporthal),openbaar,138956,202294,1,,
EPR1294,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Elsstraat-Noord 8,privé,139854,205292,3,,
EPR1295,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Elsstraat-Zuid 2,privé,139915,204141,1,,
EPR1296,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Gasthuisstraat-SpeGT,openbaar,138915,202261,2,,
EPR1297,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Gladiolenlaan 12,,143093,202471,1,,
EPR1298,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Haasdonksesteenweg 58,,139089,206252,1,,
EPR1299,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Hofstraat 31,privé,136063,200765,1,,
EPR1300,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Jan Albert De Rooverstraat 1,privé,140430,202806,1,,
EPR1301,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Jef de Pauwstraat 15,privé,140189,203071,1,,
EPR1302,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Jef de Pauwstraat 17,privé,140215,203074,1,,
EPR1303,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Jef de Pauwstraat 18,privé,140210,203011,1,,
EPR1304,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Jef de Pauwstraat 41,privé,140398,202920,"1
1",,
EPR1305,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Landbouwstraat 2,privé,134651,201099,3,,
EPR1306,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Landmolenstraat 21,privé,141128,203940,1,,
EPR1307,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Lauwershoek 29,privé,140907,203529,1,,
EPR1308,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Legen Heirweg 114,privé,134841,200406,1,,
EPR1309,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Lijsterbeslaan 12,privé,137103,201527,1,,
EPR1310,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Merenwegel 2,prive,134328,200396,1,,
EPR1311,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Sparrenlaan tss 5 en 6,openbaar,143437,201748,1,,
EPR1312,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Veldstraat 195,privé,139618,203407,1,,
EPR1313,2009,1/06/2009,1/06/2009,01,06,2009,2009-06-01,TEMSE,Velle 116,privé,138731,205691,1,,
EPR1314,2009,5/06/2009,5/06/2009,05,06,2009,2009-06-05,WAASMUNSTER,Neerstraat 257,privé,127540,199762,2,,
EPR1315,2009,4/06/2009,4/06/2009,04,06,2009,2009-06-04,WAASMUNSTER,Oudeheerweg-Ruiter 217,privé,126433,200861,1,,
EPR1316,2009,4/06/2009,4/06/2009,04,06,2009,2009-06-04,WAASMUNSTER,Oudeheerweg-Ruiter hoek Langenaardstraat,openbaar,126410,200815,1,,
EPR1317,2009,4/06/2009,4/06/2009,04,06,2009,2009-06-04,WAASMUNSTER,Oudeheerweg-Ruiter naast 217,gemengd,126456,200873,2,,
EPR1318,2009,18/06/2009,18/06/2009,18,06,2009,2009-06-18,WAASMUNSTER,Den Hert 21,privé,131962,201626,1,,
EPR1319,2009,1/07/2009,1/07/2009,01,07,2009,2009-07-01,WAASMUNSTER,Bulk midden straat,openbaar,130103,200140,1,,
EPR1320,2009,19/05/2009,19/05/2009,19,05,2009,2009-05-19,ZELE,Durmen 228D,privé,128419,197438,1,1,
EPR1321,2009,29/06/2009,29/06/2009,29,06,2009,2009-06-29,ZELE,Europalaan 236,privé,128017,194452,1,1,
EPR1322,2009,24/06/2009,24/06/2009,24,06,2009,2009-06-24,ZELE,Dendermondebaan 141,privé,127789,194924,1,1,
EPR1323,2009,13/06/2009,13/06/2009,13,06,2009,2009-06-13,HAMME,Ardoystraat thv 25,Openbaar,131123,198103,2,1,
EPR1324,2009,25/05/2009,25/05/2009,25,05,2009,2009-05-25,HAMME,Broekstraat 219,Privé,134567,197423,1,5,
EPR1325,2009,6/07/2009,6/07/2009,06,07,2009,2009-07-06,HAMME,Dendermondse steenweg midden straat,Openbaar,132666,195714,5,1,
EPR1326,2009,1/07/2009,1/07/2009,01,07,2009,2009-07-01,HAMME,Dokter H. Hyleboslaan 1 (school),Openbaar,135071,197924,1,2,
EPR1327,2009,6/07/2009,6/07/2009,06,07,2009,2009-07-06,HAMME,Heirbaan thv 284,Openbaar,130903,195758,2,1,
EPR1328,2009,10/06/2009,10/06/2009,10,06,2009,2009-06-10,HAMME,Jef De Boecklaan,Openbaar,133357,197609,3,1,
EPR1329,2009,10/06/2009,10/06/2009,10,06,2009,2009-06-10,HAMME,Lange Maat midden straat,Openbaar,132189,195672,17,1,
EPR1330,2009,5/06/2009,5/06/2009,05,06,2009,2009-06-05,HAMME,Legierstraat midden straat,Openbaar,128958,198710,6,1,
EPR1331,2009,16/06/2009,16/06/2009,16,06,2009,2009-06-16,HAMME,Legierstraat thv 9,Privé,128862,198477,1,1,
EPR1332,2009,28/05/2009,28/05/2009,28,05,2009,2009-05-28,HAMME,Legierstraat veldweg,Openbaar,128840,198859,4,1,
EPR1333,2009,1/07/2009,1/07/2009,01,07,2009,2009-07-01,HAMME,Moortelstraat midden straat,Openbaar,129370,198645,1,1,
EPR1334,2009,5/06/2009,5/06/2009,05,06,2009,2009-06-05,HAMME,Penningdreef midden straat,Openbaar,128651,198028,12,1,
EPR1335,2009,1/07/2009,1/07/2009,01,07,2009,2009-07-01,HAMME,Sint Anna midden straat,Openbaar,129619,198343,1,2,
EPR1336,2009,1/07/2009,1/07/2009,01,07,2009,2009-07-01,HAMME,Zogge 88 (speelplein),Openbaar,131151,196384,1,1,
EPR1337,2009,2/06/2009,2/06/2009,02,06,2009,2009-06-02,HAMME,Zouavenstraat midden straat,Openbaar,132916,198154,2,1,
EPR1338,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,BERLARE,Donkgoeddreef 2,Privé,123447,192239,,,
EPR1339,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,BUGGENHOUT,Collegestraat 1,Openbaar,137679,189101,,,
EPR1340,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,BUGGENHOUT,Krapstraat 20,Privé,136834,188732,,,
EPR1341,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,BUGGENHOUT,Stenenmolenstraat,Openbaar,139552,190331,,,
EPR1342,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,DENDERMONDE,Baasrodestraat 226,Privé,133928,192126,,,
EPR1343,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,DENDERMONDE,Baasrodestraat 84,Privé,134804,192152,,,
EPR1344,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,DENDERMONDE,Gentsesteenweg 53,Privé,130217,191308,,,
EPR1345,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,DENDERMONDE,Kloostergoedstraat 37,Privé,127600,187595,,,
EPR1346,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,DENDERMONDE,Krizantenlaan 10,Privé,131829,189454,,,
EPR1347,2010,2/07/1905,2/07/2010,02,07,2010,2010-07-02,DENDERMONDE,Putteveld 8,Privé,133097,190779,,,
