Nr,jaar,verbatimEventDate,eventDate2,day,month,year,eventDate,Gemeente,ADRES,Melder,X,Y,aantalBomen,gemiddeldAantalNestenPerBoom,Opmerkingen
EPR583,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,SINT-NIKLAAS,Rode Kruisstraat: buurtpark,Openbaar,134354,207360,,1,
EPR584,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,SINT-NIKLAAS,Sander Wijnantstraat 13,privé,136152,208636,1,1,
EPR585,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,SINT-NIKLAAS,Schoonhautstraat 124/0 (dreef in),privé,129754,202684,1,1,
EPR586,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Schoonhoutstraat 89,privé,129789,202917,1,1,
EPR587,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Schrijberg 241,privé,129602,202834,1,3,
EPR588,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Sinaaiwegel 1,privé,128929,205057,20,30,
EPR589,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Sparrenhofstraat 98,Openbaar,134564,207547,1,1,
EPR590,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,SINT-NIKLAAS,Stationswegel 18,privé,129063,203854,1,6,
EPR591,2007,19/06/2007,19/06/2007,19,06,2007,2007-06-19,SINT-NIKLAAS,Stenenmuurstraat 69,privé,127720,206317,1,1,
EPR592,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Ster 64,privé,137613,207600,5,10,
EPR593,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Tulpenstraat 16 (Don Boscoschool: vooraan),Openbaar,135385,205715,,,
EPR594,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,SINT-NIKLAAS,Turkeyen 2,Openbaar,136317,209129,1,1,
EPR595,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,SINT-NIKLAAS,Uilenstraat 145,privé,136362,207738,1,2,
EPR596,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Van Landeghemstraat 43,privé,136790,206302,,,
EPR597,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,SINT-NIKLAAS,Van Landeghemstraat 33,privé,136765,206278,1,2,
EPR598,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Van Landeghemstraat 41,Openbaar,136780,206294,,,
EPR599,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Vlasstraat 17,privé,135244,207807,2,4,
EPR600,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Vlasstraat 29,privé,135315,207829,2,5,
EPR601,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,SINT-NIKLAAS,Vlasstraat 41,privé,135392,207792,1,1,
EPR602,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Vlasstraat 43,privé,135410,207788,1,3,
EPR603,2007,11/06/2007,11/06/2007,11,06,2007,2007-06-11,SINT-NIKLAAS,Vleeshouwersstraat 6b,privé,127544,205323,1,,
EPR604,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Voetbalveld aan Jagersdreef,Openbaar,130933,207613,12,3,
EPR605,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-NIKLAAS,Vossekotsraat 81,privé,138332,207093,1,1,
EPR606,2007,26/06/2007,26/06/2007,26,06,2007,2007-06-26,SINT-NIKLAAS,Vrouweneekhoekstraat 159,privé,134322,208960,1,5,
EPR607,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,SINT-NIKLAAS,Wachtbekken Eigenlostraat (vlak achter Eigenlostraat 47),Openbaar,137337,204413,4,,
EPR608,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Wallenhof 30,privé,136547,208658,1,6,
EPR609,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,SINT-NIKLAAS,Weverstraat 121,Openbaar,133251,202840,1,3 à 4,
EPR610,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,SINT-NIKLAAS,Weverstraat 23,privé,132651,203917,,,
EPR611,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,SINT-NIKLAAS,Weimanstraat 35,Openbaar,124692,205553,1,2,
EPR612,2007,15/06/2007,15/06/2007,15,06,2007,2007-06-15,SINT-NIKLAAS,Weynstraat 63,privé,132550,208210,1,1,
EPR613,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,SINT-NIKLAAS,Wilgenstraat 8,Openbaar,127902,204343,1,,
EPR614,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,SINT-NIKLAAS,Zakstraat 94,privé,126469,204454,,,
EPR615,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,SINT-NIKLAAS,Zonneken 51,privé,137297,207482,1,2,
EPR616,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,SINT-NIKLAAS,Zonneken 9,privé,137027,207372,2,3,
EPR617,2007,1/06/2007,1/06/2007,01,06,2007,2007-06-01,SINT-NIKLAAS,Zwaanaardestraat 102,Openbaar,125465,205218,,,
EPR618,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,SINT-NIKLAAS,Zwaanaardestraat 24,privé,126362,205350,2,,
EPR619,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,SINT-NIKLAAS,Zwaanaardestraat 26,privé,126323,205312,2,3,
EPR620,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,STEKENE,Abelendreef 2,privé,123536,208859,1,1,
EPR621,2007,23/05/2007,23/05/2007,23,05,2007,2007-05-23,STEKENE,Baggaard-Noord  (gewestweg) kruissing met Vennestraat,openbaar,124038,211622,verschillende,,
EPR622,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,STEKENE,Bormte 42,privé,127060,210131,1,3,
EPR623,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,STEKENE,Boswegel 5,privé,127165,214654,,,
EPR624,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,STEKENE,Boswegel 7,privé,127189,214659,2,2,
EPR625,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,STEKENE,"Heirweg 185, (ca midden Camping Boudeloo)",privé,124275,208194,1,1,
EPR626,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,STEKENE,Dauwstraat 30,privé,128476,210008,1,1,
EPR627,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,STEKENE,Dauwstraat 33,privé,128489,210024,1,1,
EPR628,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,STEKENE,De Stropersstraat 12,privé,128816,215262,1,1,
EPR629,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,STEKENE,Donkerhofstede 1,privé,126092,212392,4,5,
EPR630,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,STEKENE,Heerbaan 24,privé,129708,210595,2,2,
EPR631,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,STEKENE,Heirweg 115,privé,124931,208592,3,4,
EPR632,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,STEKENE,Heirweg 188A,privé,124288,208401,1,2,
EPR633,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,STEKENE,Heirweg W231-232 (dreef rechtover Floribos),openbaar,125593,208851,3,7,
EPR634,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,STEKENE,Heistraat W118,privé,125413,212440,,,
EPR635,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,STEKENE,Hellestraat 136,openbaar,127319,213574,1,2,
EPR636,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,STEKENE,Herdersstraatje 36,privé,126689,214476,4,10,
EPR637,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,STEKENE,Hulsterstraat-Noord 40,privé,128326,213567,1,2,
EPR638,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,STEKENE,Kasteelstraat 7,privé,123283,208437,1,1,
EPR639,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,STEKENE,Kemzekestraat 1 (Chiromeisjesheem),openbaar,129792,210919,1,1,
EPR640,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,STEKENE,Kemzekestraat 16,privé,129781,211055,1,,
EPR641,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,STEKENE,Kemzekestraat 28,privé,129852,211114,1,1,
EPR642,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,STEKENE,Kerkstraat 8,privé,127033,210916,1,1,
EPR643,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,STEKENE,Kerkwijk 1 (Speelplein De Speelvogel),openbaar,129890,210681,1,1,
EPR644,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,STEKENE,Kiekenhaag 20,privé,126703,212197,1,2,
EPR645,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,STEKENE,Kiekenhaag 33,privé,126951,212178,3,5,
EPR646,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,STEKENE,Kiekenhaag 43A,privé,127140,212266,3,3,
EPR647,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,STEKENE,Kiekenhaag 44A,privé,127257,212145,1,1,
EPR648,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,STEKENE,Kiekenhaag 58A,privé,127769,212294,1,1,
EPR649,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,STEKENE,Koebrugstraat thv 82,openbaar,124036,207867,2,7,
EPR650,2007,4/07/2007,4/07/2007,04,07,2007,2007-07-04,STEKENE,Koestraat W123,privé,129384,214047,1,,
EPR651,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,STEKENE,Koestraat W614,privé,129802,213902,3,9,
EPR652,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,STEKENE,Kwakkelstraat 26,privé,128132,209583,3,8,
EPR653,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,STEKENE,Kwakkelstraat 27,privé,128145,209622,3,4,
EPR654,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,STEKENE,Kwakkelstraat 68,privé,128177,209163,1,2,
EPR655,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,STEKENE,Liniedreef (Stropersbos),openbaar,128753,214313,2,2,
EPR656,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,STEKENE,Lunterbergstraat 4 (camping Reinaert),privé,124497,208248,3,10,
EPR657,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,STEKENE,Meersstraat 53,privé,127914,208927,1,6,
EPR658,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,STEKENE,Nachtegaalstraat 30,privé,126523,212132,1,2,
EPR659,2007,23/05/2007,23/05/2007,23,05,2007,2007-05-23,STEKENE,Nationalestraat 50 (vrije basisschool De Zevensprong),privé,129616,210879,3,6,
EPR660,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,STEKENE,Natuurgebied Stropersstraat,openbaar,128624,214797,?,,
EPR661,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,STEKENE,Nieuwdorp 65,privé,123995,212710,1,1,
EPR662,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,STEKENE,Nieuwstraat 76,privé,127660,210639,2,3,
EPR663,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,STEKENE,Peter Benoitlaan 18,privé,129123,210940,1,1,
EPR664,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,STEKENE,Peter Benoitlaan 6,privé,129142,210841,1,2,
EPR665,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,STEKENE,"Peter Benoitlaan, speelzone kinderen",openbaar,129116,211047,1,3,
EPR666,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,STEKENE,Polderstraat 36,privé,126546,212901,1,2,
EPR667,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,STEKENE,Polderstraat 48,privé,126459,212995,1,1,
EPR668,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,STEKENE,Prekerijdreef W223,privé,127386,213104,2,2,
EPR669,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,STEKENE,Riet 12,privé,124247,213304,1,1,
EPR670,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,STEKENE,Riet 4B,privé,123937,213006,1,1,
EPR671,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,STEKENE,Sint-Jozefslaan 35,privé,126762,211599,1,3,
EPR672,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,STEKENE,Sint-Jozefslaan 37,privé,126786,211598,1,6,
EPR673,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,STEKENE,Stekenestraat 14,privé,129116,210614,4,6,
EPR674,2007,14/06/2007,14/06/2007,14,06,2007,2007-06-14,STEKENE,Stekenestraat 6,privé,129188,210612,1,1,
EPR675,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,STEKENE,Tragelstraat 22,privé,126743,209833,2,2,
EPR676,2007,jun/07,01/06/2007,01,06,2007,2007-06-01,STEKENE,Vogelzangstraat 15,privé,126228,212048,1,20,
EPR677,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,STEKENE,Voorthoek 37,privé,128062,213642,1,1,
EPR678,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,STEKENE,Voorthoek W111,privé,127454,213506,3,7,
EPR679,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,STEKENE,Wittingstraat 10 (overkant straat),openbaar,124178,208880,2,3,
EPR680,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Appelsvoorde 20,privé,135567,200629,1,,
EPR681,2007,29/05/2007,29/05/2007,29,05,2007,2007-05-29,TEMSE,Arthur Meersmanstraat 10,privé,140201,202753,,,
EPR682,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Camille Vennenslaan 3-5,privé,138539,202300,1,,
EPR683,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Doornstraat 46,privé,138927,202873,1,,
EPR684,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Eigenlo 18A,privé,137965,204773,1,,
EPR685,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,TEMSE,Elsstraat 8,privé,139959,204653,,,
EPR686,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,TEMSE,Ganstienden 11,privé,133464,200320,,,
EPR687,2007,22/05/2007,22/05/2007,22,05,2007,2007-05-22,TEMSE,Gelaagstraat 161 (Sint-Henricus basisschool),openbaar,143001,202088,,,
EPR688,2007,22/05/2007,22/05/2007,22,05,2007,2007-05-22,TEMSE,Grote Dweersstraat 40,privé,138225,202654,,10,
EPR689,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Haasdonksesteenweg 44,privé,139098,206072,1,,
EPR690,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,TEMSE,Heistraat 42-44,openbaar,138526,206032,,,
EPR691,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,TEMSE,Hospitaalstraat,openbaar,142978,202536,,,
EPR692,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Kerkstraat 154,privé,136385,201192,1,,
EPR693,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Kleine Dweersstraat 29,privé,138407,202908,1,,
EPR694,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Kleine Dweersstraat 9,privé,138408,202785,1,,
EPR695,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Krekel 32,privé,139266,206917,3,,
EPR696,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Krekel 46-48,privé,139603,207153,1,,
EPR697,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,TEMSE,Krijgsbaan viaduct thv Spoorweglaan,Openbaar,139718,202146,1,,
EPR698,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Laagstraat 86,privé,137620,203904,4,,
EPR699,2007,29/05/2007,29/05/2007,29,05,2007,2007-05-29,TEMSE,Lauwershoek 25,privé,140832,203505,,,
EPR700,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,TEMSE,Lauwershoek 31,privé,140921,203504,,,
EPR701,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,TEMSE,Legen Heirweg 67,privé,134584,200439,,10,
EPR702,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,TEMSE,N16 middenberm tussen Doornstraat en Hoogkamerstraat,Openbaar,138202,202697,30,,
EPR703,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,TEMSE,N16 middenberm tussen viaduct en kruispunt Doornstraat - Gasthuisstraat,Openbaar,139227,202580,5,,
EPR704,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,TEMSE,N16 zijberm thv viaduct met Krijgsbaan,Openbaar,139655,202127,3,,
EPR705,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,TEMSE,N16 zijberm tussen Doornstraat en Hoogkamerstraat thv Piet Nutenlaan,Openbaar,138853,202652,10,,
EPR706,2007,22/05/2007,22/05/2007,22,05,2007,2007-05-22,TEMSE,Piet Nutenlaan 22,privé,138939,202624,,2,
EPR707,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,TEMSE,Potaardestraat 12,privé,140088,202606,,,
EPR708,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,TEMSE,Potaardestraat 50,privé,140005,203162,,,
EPR709,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Schoenstraat 32,privé,138278,203582,verschillende,,
EPR710,2007,22/05/2007,22/05/2007,22,05,2007,2007-05-22,TEMSE,Smesstraat 54,privé,137722,201433,,,
EPR711,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,TEMSE,Spoorweglaan 16,privé,139679,202272,,,
EPR712,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Stationsplein 1,openbaar,139707,201851,1,,
EPR713,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,TEMSE,Steendonkstraat 96,privé,139765,205627,,,
EPR714,2007,25/05/2007,25/05/2007,25,05,2007,2007-05-25,TEMSE,Veldstraat 102,privé,139699,202680,,,
EPR715,2007,25/05/2007,25/05/2007,25,05,2007,2007-05-25,TEMSE,Veldstraat 104,privé,139710,202708,,,
EPR716,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Veldstraat 104,privé,139712,202711,1,,
EPR717,2007,25/05/2007,25/05/2007,25,05,2007,2007-05-25,TEMSE,Veldstraat 106,privé,139715,202729,,,
EPR718,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,TEMSE,Veldstraat 190,privé,139392,203940,1,,
EPR719,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,TEMSE,Velle 111,privé,138629,205503,,,
EPR720,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,TEMSE,Velle 129,openbaar,138715,205514,,,
EPR721,2007,30/05/2007,30/05/2007,30,05,2007,2007-05-30,WAASMUNSTER,Baverikstraat 27,privé,128657,202360,3,,
EPR722,2007,2/06/2007,2/06/2007,02,06,2007,2007-06-02,WAASMUNSTER,Baverikstraat 27,privé,128658,202357,,,
EPR723,2007,13/06/2007,13/06/2007,13,06,2007,2007-06-13,WAASMUNSTER,Baverikstraat 56,privé,128831,202365,,,
EPR724,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,WAASMUNSTER,Baverikstraat midden straat,openbaar,128747,202701,,,
EPR725,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,WAASMUNSTER,Berkenlaan midden straat,openbaar,130093,201098,2,,
EPR726,2007,9/06/2007,9/06/2007,09,06,2007,2007-06-09,WAASMUNSTER,Bollewijk 30,privé,128943,202525,,,
EPR727,2007,16/06/2007,16/06/2007,16,06,2007,2007-06-16,WAASMUNSTER,Boswegel 9,privé,131501,201940,1,,
EPR728,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,WAASMUNSTER,Bouchoutstraat 11,privé,127988,201392,1,2,
EPR729,2007,31/05/2007,31/05/2007,31,05,2007,2007-05-31,WAASMUNSTER,Dauwstraat 28,privé,128215,200597,1,,
EPR730,2007,2/06/2007,2/06/2007,02,06,2007,2007-06-02,WAASMUNSTER,Dauwstraat 28,privé,128219,200594,,,
EPR731,2007,23/06/2007,23/06/2007,23,06,2007,2007-06-23,WAASMUNSTER,Dauwstraat 59,privé,128024,200702,,,
EPR732,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,WAASMUNSTER,Den Hert 22,privé,131981,201669,1,,
EPR733,2007,2/06/2007,2/06/2007,02,06,2007,2007-06-02,WAASMUNSTER,Donkerputstraat midden straat,openbaar,127271,199220,,,
EPR734,2007,16/06/2007,16/06/2007,16,06,2007,2007-06-16,WAASMUNSTER,Dorushoeksken 18,privé,129751,200056,1,,
EPR735,2007,16/06/2007,16/06/2007,16,06,2007,2007-06-16,WAASMUNSTER,Eekhoekstraat 2,privé,131407,202444,,,
EPR736,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,WAASMUNSTER,Eikenlaan 1,privé,130084,200873,2,,
EPR737,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,WAASMUNSTER,Fazantenlaan 44,privé,130439,201815,5,,
EPR738,2007,23/06/2007,23/06/2007,23,06,2007,2007-06-23,WAASMUNSTER,Fazantenlaan 44,privé,130439,201815,,,
EPR739,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,WAASMUNSTER,Fortenstraat 111,privé,131242,201500,,,
EPR740,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,WAASMUNSTER,Gentstraat (parking gemeentehuis),openbaar,129970,199953,1,,
EPR741,2007,28/05/2007,28/05/2007,28,05,2007,2007-05-28,WAASMUNSTER,Groenselstraat 80,privé,126574,201312,,,
EPR742,2007,16/06/2007,16/06/2007,16,06,2007,2007-06-16,WAASMUNSTER,Groenstraat 26,privé,130934,201970,,,
EPR744,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,WAASMUNSTER,Heikewip midden straat,openbaar,131374,201154,,,
EPR745,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,WAASMUNSTER,hoek Oudeheerweg Ruiter en Langenaardstraat,openbaar,126410,200815,,,
EPR746,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,WAASMUNSTER,Hoogstraat midden straat,openbaar,130459,200201,,,
EPR747,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,WAASMUNSTER,Kapelwijk speelplein (tussen nrs 39 en 55),openbaar,133311,200660,,,
EPR748,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,WAASMUNSTER,Ketelboetstraat 14,privé,126495,199680,11,,
EPR749,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,WAASMUNSTER,Kleemstraat 19,privé,130759,200834,,,
EPR750,2007,24/05/2007,24/05/2007,24,05,2007,2007-05-24,WAASMUNSTER,Oudeheerweg-Ruiter 172 (kleuterschool Ruiter),privé,126826,200707,,,
EPR751,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,WAASMUNSTER,Korte Heesdonkstraat 43,privé,127075,201880,,,
EPR752,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,WAASMUNSTER,Korte Heesdonkstraat midden straat,Openbaar,127214,201841,,,
EPR753,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,WAASMUNSTER,Langenaardstraat midden straat,Openbaar,126253,201119,,,
EPR754,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,WAASMUNSTER,Lode Ontropdreef 9,privé,131173,201540,,,
EPR755,2007,22/05/2007,22/05/2007,22,05,2007,2007-05-22,WAASMUNSTER,Maretak 203,privé,129317,202377,,,
EPR756,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,WAASMUNSTER,Maretak 209,privé,129323,202405,1,,
EPR757,2007,22/05/2007,22/05/2007,22,05,2007,2007-05-22,WAASMUNSTER,Maretak 302,privé,129361,202467,1,verschillende,
EPR758,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,WAASMUNSTER,Mereldreef 14,privé,130620,202107,1,,
EPR759,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,WAASMUNSTER,Molenstraat midden straat,openbaar,130613,200885,,,
EPR760,2007,4/06/2007,4/06/2007,04,06,2007,2007-06-04,WAASMUNSTER,Neerstraat 139,privé,128946,200090,,,
EPR761,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,WAASMUNSTER,Neerstraat 235,privé,127776,199899,,,
EPR762,2007,23/06/2007,23/06/2007,23,06,2007,2007-06-23,WAASMUNSTER,Neerstraat 379,privé,126357,199602,,,
EPR763,2007,21/05/2007,21/05/2007,21,05,2007,2007-05-21,WAASMUNSTER,Neerstraat 391,privé,126238,199537,1,verschillende,
EPR764,2007,2/06/2007,2/06/2007,02,06,2007,2007-06-02,WAASMUNSTER,Neerstraat 413,privé,126035,199509,,,
EPR765,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,WAASMUNSTER,Nijverheidslaan 48,privé,131416,200824,,,
EPR766,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,WAASMUNSTER,Oud Vliegveld thv huisnr 57,openbaar,128144,201848,,,
EPR767,2007,23/05/2007,23/05/2007,23,05,2007,2007-05-23,WAASMUNSTER,Oudeheerweg-Ruiter 217,privé,126433,200862,1,,
EPR768,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,WAASMUNSTER,Oudeheerweg-Ruiter 217-voetweg 77,openbaar,126474,200826,,,
EPR769,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,WAASMUNSTER,Oudeheerweg-Heide 10,privé,130110,201406,,,
EPR770,2007,1/06/2007,1/06/2007,01,06,2007,2007-06-01,WAASMUNSTER,Oudeheerweg-Heide 110,privé,132154,201987,2,,
EPR771,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,WAASMUNSTER,Oudeheerweg-Ruiter 217,privé,126433,200861,2,,
EPR772,2007,8/06/2007,8/06/2007,08,06,2007,2007-06-08,WAASMUNSTER,Kerkstraat 21 (park Blauwendael),openbaar,129906,199847,2,2,
EPR773,2007,5/06/2007,5/06/2007,05,06,2007,2007-06-05,WAASMUNSTER,parking Gentstraat,openbaar,129970,199925,,,
EPR774,2007,6/06/2007,6/06/2007,06,06,2007,2007-06-06,WAASMUNSTER,Patrijzenlaan 29,privé,130326,201654,3,,
EPR775,2007,12/06/2007,12/06/2007,12,06,2007,2007-06-12,WAASMUNSTER,Pelkemstraat 2,privé,132344,200641,,,
EPR776,2007,18/06/2007,18/06/2007,18,06,2007,2007-06-18,WAASMUNSTER,Potaardestraat midden straat,openbaar,131842,200868,,,
EPR777,2007,7/06/2007,7/06/2007,07,06,2007,2007-06-07,WAASMUNSTER,Reigerstraat 9,privé,133361,200241,,,
EPR778,2007,28/05/2007,28/05/2007,28,05,2007,2007-05-28,WAASMUNSTER,Riemeersstraat 16,privé,127961,203074,,,
EPR779,2007,26/05/2007,26/05/2007,26,05,2007,2007-05-26,WAASMUNSTER,Riemeersstraat midden straat,openbaar,128209,203057,,,
EPR780,2007,20/06/2007,20/06/2007,20,06,2007,2007-06-20,WAASMUNSTER,Schrijbergstraat 232,privé,128747,203538,,,
