WaarnemerNaam1;WaarnemerNaam2;WaarnemerNaam3;PoelCode;Datum;SoortNaamNl;Exuvium;Teneral;Mannetje;Wijfje;Adult onbepaald;Tandem;Eiafzettend;Opmerking_Poel;Opmerking_Soort
Ward Vercruysse;;;WES_008;30/06/2008;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;WES_008;30/06/2008;Platbuik;;;1;;;;;;
Ward Vercruysse;;;WES_008;30/06/2008;Viervlek;;;;;1;;;;
Ward Vercruysse;;;WES_008;25/08/2008;Bruinrode heidelibel;;;4;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_008;25/08/2008;Lantaarntje;;;1;;;;;;
Ward Vercruysse;;;WES_008;25/08/2008;Zwervende pantserjuffer;;;;;1;;;;
Ward Vercruysse;;;WES_009;23/05/2008;Azuurwaterjuffer;;;10;5;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_009;23/05/2008;Gaffelwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;WES_009;23/05/2008;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;WES_009;23/05/2008;Platbuik;;;1;;;;;;
Ward Vercruysse;;;WES_009;30/06/2008;Bruinrode heidelibel;;2;;;;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_010;4/06/2007;Azuurwaterjuffer;;1;30;20;;;;;Tandems gezien, niet geteld
Wouter Van Gompel;Ward Vercruysse;;WES_010;4/06/2007;Gaffelwaterjuffer;;;1;;;;;;
Simon Feys;;;WES_012;28/05/2009;Lantaarntje;;;1;2;;;x;;
Simon Feys;;;WES_012;28/05/2009;Azuurwaterjuffer;;;1;1;;;;;
Simon Feys;;;WES_012;28/05/2009;Platbuik;;;2;;;;;;
Ward Vercruysse;;;WES_012;30/06/2009;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;WES_012;30/06/2009;Platbuik;;;1;;;;;;
Simon Feys;;;WES_012;10/08/2009;Bloedrode heidelibel;;;1;;;;;;
Simon Feys;;;WES_012;10/08/2009;Platbuik;;;1;;;;;;
Simon Feys;;;WES_012;10/08/2009;Tengere grasjuffer;;;5;1;;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_013;4/06/2007;Azuurwaterjuffer;;;4;2;;;;;Tandems gezien, niet geteld
Wouter Van Gompel;Ward Vercruysse;;WES_013;4/06/2007;Lantaarntje;;;1;1;;;;;Tandems gezien, niet geteld
Wouter Van Gompel;Ward Vercruysse;;WES_013;4/06/2007;Grote keizerlibel;;;;1;;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_013;4/06/2007;Platbuik;;2;1;;;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_013;4/06/2007;Tengere grasjuffer;;;2;;;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_013;4/06/2007;Zwervende pantserjuffer;;5;;;;;;;
Ward Vercruysse;;;WES_013;19/07/2007;Lantaarntje;;;2;2;3;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_013;19/07/2007;Zwervende pantserjuffer;;;3;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_013;19/07/2007;Bruinrode heidelibel;;4;;;;;;;
Ward Vercruysse;;;WES_013;19/07/2007;Platbuik;;;1;;;;;;
Ward Vercruysse;;;WES_013;28/08/2007;Bruinrode heidelibel;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_013;28/08/2007;Lantaarntje;;;3;2;1;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_013;28/08/2007;Zwervende pantserjuffer;;;3;1;;;;;
Simon Feys;;;WES_014;28/05/2009;Gewone oeverlibel;;;1;;;;;Stond bijna droog;
Simon Feys;;;WES_015;28/05/2009;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;WES_016;19/05/2009;Platbuik;;;2;;;;;ook geteld op 28/05?;
Simon Feys;;;WES_016;28/05/2009;Platbuik;;1;1;1;;;;;
Simon Feys;;;WES_017;28/05/2009;Azuurwaterjuffer;;;1;;;;;;
Simon Feys;;;WES_018;23/05/2008;Platbuik;;;2;1;;;x;;
Simon Feys;;;WES_018;23/05/2008;Azuurwaterjuffer;;;2;2;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_018;23/05/2008;Gaffelwaterjuffer;;;5;5;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_018;23/05/2008;Tengere grasjuffer;;;5;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_018;23/05/2008;Lantaarntje;;;;;1;;;;
Simon Feys;;;WES_018;30/06/2008;Gaffelwaterjuffer;;;11;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_018;30/06/2008;Azuurwaterjuffer;;;5;;;;;;
Simon Feys;;;WES_018;30/06/2008;Bruinrode heidelibel;;4;;;;;;;
Simon Feys;;;WES_018;30/06/2008;Gewone oeverlibel;;;1;;;;;;
Simon Feys;;;WES_018;30/06/2008;Lantaarntje;;;;;3;;;;
Simon Feys;;;WES_018;30/06/2008;Platbuik;;;1;1;;;;;
Simon Feys;;;WES_018;25/08/2008;Bloedrode heidelibel;;;1;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_019;23/05/2008;Platbuik;;;2;1;;;x;;
Simon Feys;;;WES_019;30/06/2008;Grote keizerlibel;;;;1;;;x;;
Simon Feys;;;WES_019;23/05/2008;Azuurwaterjuffer;;;60;40;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_019;23/05/2008;Gaffelwaterjuffer;;;1;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_019;23/05/2008;Lantaarntje;;;;;5;;;;
Simon Feys;;;WES_019;23/05/2008;Tengere grasjuffer;;;;1;;;;;
Simon Feys;;;WES_019;30/06/2008;Gaffelwaterjuffer;;;19;4;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_019;30/06/2008;Lantaarntje;;;;;5;;;;
Simon Feys;;;WES_019;30/06/2008;Platbuik;;;2;;;;;;
Simon Feys;;;WES_019;25/08/2008;Bloedrode heidelibel;;;1;;;;;;
Simon Feys;;;WES_019;25/08/2008;Zwervende pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;WES_020;25/05/2009;Lantaarntje;;;1;;;;;;
Ward Vercruysse;;;WES_021;25/05/2009;Platbuik;;1;3;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_021;25/05/2009;Azuurwaterjuffer;;5;;;;;;;
Ward Vercruysse;;;WES_021;25/05/2009;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;WES_021;25/05/2009;Viervlek;;;;;1;;;;
Ward Vercruysse;;;WES_022;25/05/2009;Platbuik;;;1;;1;;;;
Ward Vercruysse;;;WES_022;25/05/2009;Viervlek;;;;;1;;;;
Ward Vercruysse;;;WES_024;25/05/2009;Platbuik;;;1;;1;;;weinig water;
Ward Vercruysse;;;WES_024;25/05/2009;Tengere grasjuffer;;;1;;;;;weinig water;
Ward Vercruysse;;;WES_024;25/05/2009;Viervlek;;;;;1;;;weinig water;
Wouter Van Gompel;Ward Vercruysse;;WES_029;4/06/2007;Azuurwaterjuffer;;;6;4;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_029;19/07/2007;Grote keizerlibel;;;;1;;;x;;
Wouter Van Gompel;Ward Vercruysse;;WES_029;4/06/2007;Lantaarntje;;;2;1;10;;;;Tandems gezien, niet geteld
Wouter Van Gompel;Ward Vercruysse;;WES_029;4/06/2007;Grote keizerlibel;1;;;;;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_029;4/06/2007;Platbuik;;;2;;;;;;
Ward Vercruysse;;;WES_029;19/07/2007;Lantaarntje;;5;5;5;20;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_029;19/07/2007;Azuurwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;WES_029;19/07/2007;Bloedrode heidelibel;;;2;;;;;;
Ward Vercruysse;;;WES_029;19/07/2007;Bruinrode heidelibel;;2;1;;;;;;
Ward Vercruysse;;;WES_029;19/07/2007;Houtpantserjuffer;;1;;;;;;;
Ward Vercruysse;;;WES_029;19/07/2007;Vuurlibel;;;1;;;;;;
Ward Vercruysse;;;WES_029;28/08/2007;Blauwe glazenmaker;;;1;;;;;;
Ward Vercruysse;;;WES_029;28/08/2007;Bruine winterjuffer;;;1;;;;;;
Ward Vercruysse;;;WES_029;28/08/2007;Bruinrode heidelibel;;3;;;;;;;
Ward Vercruysse;;;WES_029;28/08/2007;Paardenbijter;;;1;;;;;;
Simon Feys;;;WES_030;23/05/2008;Platbuik;;;3;1;;;x;;
Simon Feys;;;WES_030;23/05/2008;Gaffelwaterjuffer;;;15;10;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_030;23/05/2008;Tengere grasjuffer;;;3;;;;;;
Simon Feys;;;WES_030;23/05/2008;Viervlek;;;;;1;;;;
Simon Feys;;;WES_030;30/06/2008;Gaffelwaterjuffer;;;37;2;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_030;30/06/2008;Gewone oeverlibel;;;2;;;;;;
Simon Feys;;;WES_030;30/06/2008;Platbuik;;;1;;;;;;
Simon Feys;;;WES_030;25/08/2008;Bruinrode heidelibel;;;1;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_030;25/08/2008;Lantaarntje;;;;1;;;;;
Simon Feys;;;WES_031;23/05/2008;Gaffelwaterjuffer;;;5;5;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_031;23/05/2008;Lantaarntje;;;1;1;15;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_031;23/05/2008;Azuurwaterjuffer;;;5;;;;;;
Simon Feys;;;WES_031;23/05/2008;Platbuik;;;2;;;;;;
Simon Feys;;;WES_031;23/05/2008;Tengere grasjuffer;;;2;;;;;;
Simon Feys;;;WES_031;23/05/2008;Zwervende heidelibel;;3;;;;;;;
Simon Feys;;;WES_031;30/06/2008;Grote keizerlibel;;;1;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_031;30/06/2008;Lantaarntje;;;1;1;20;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_031;30/06/2008;Azuurwaterjuffer;;;3;;;;;;
Simon Feys;;;WES_031;30/06/2008;Bloedrode heidelibel;;;1;;;;;;
Simon Feys;;;WES_031;30/06/2008;Bruinrode heidelibel;;13;;;;;;;
Simon Feys;;;WES_031;30/06/2008;Gaffelwaterjuffer;;;7;;;;;;
Simon Feys;;;WES_031;30/06/2008;Platbuik;;;1;;;;;;
Simon Feys;;;WES_031;25/08/2008;Bloedrode heidelibel;;;1;;;;;;
Simon Feys;;;WES_031;25/08/2008;Bruinrode heidelibel;;;2;;;;;;
Simon Feys;;;WES_031;25/08/2008;Zwervende pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;WES_032;19/07/2007;Gaffelwaterjuffer;;;3;3;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_032;19/07/2007;Kleine roodoogjuffer;;;6;3;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_032;19/07/2007;Lantaarntje;;;1;1;10;;x;;Tandems gezien, niet geteld
Wouter Van Gompel;Ward Vercruysse;;WES_032;4/06/2007;Gaffelwaterjuffer;;;10;10;;;;;Tandems gezien, niet geteld
Wouter Van Gompel;Ward Vercruysse;;WES_032;4/06/2007;Lantaarntje;;;;1;1;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_032;4/06/2007;Platbuik;;;1;;;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_032;4/06/2007;Tengere grasjuffer;;;2;;;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_032;4/06/2007;Watersnuffel;;;3;;;;;;
Wouter Van Gompel;Ward Vercruysse;;WES_032;4/06/2007;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;WES_032;19/07/2007;Gewone oeverlibel;;;2;;;;;;
Ward Vercruysse;;;WES_032;19/07/2007;Platbuik;;;1;;;;;;
Ward Vercruysse;;;WES_032;28/08/2007;Bruinrode heidelibel;;;2;;;;;;
Ward Vercruysse;;;WES_032;28/08/2007;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;WES_032;28/08/2007;Lantaarntje;;;;1;;;;;
Ward Vercruysse;;;WES_032;28/08/2007;Paardenbijter;;;;1;;;;;
Ward Vercruysse;;;WES_032;28/08/2007;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;WES_032;28/08/2007;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;WES_032;28/08/2007;Zwervende heidelibel;;2;;;;;;;
Ward Vercruysse;Simon Feys;;WES_033;2/06/2009;Azuurwaterjuffer;;3;1;;;;;;
Ward Vercruysse;Simon Feys;;WES_033;2/06/2009;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;WES_033;2/09/2009;Houtpantserjuffer;;;2;;;;;Veel riet;
Simon Feys;;;WES_034;2/06/2009;Platbuik;;;1;1;;;x;;Tandems gezien, niet geteld
Simon Feys;;;WES_034;2/07/2009;Zwervende heidelibel;;;3;1;;;x;;Tandems gezien, niet geteld
Simon Feys;;;WES_034;2/07/2009;Gewone oeverlibel;;;1;1;;;x;;
Simon Feys;;;WES_034;2/06/2009;Gewone oeverlibel;;;2;;;;;;
Simon Feys;;;WES_034;2/06/2009;Zwervende heidelibel;;;2;;;;;;
Simon Feys;;;WES_034;2/07/2009;Grote keizerlibel;;;1;;;;;;
Simon Feys;;;WES_034;2/07/2009;Kleine roodoogjuffer;;;5;;;;;;
Simon Feys;;;WES_034;2/07/2009;Lantaarntje;;;;;2;;;;
Simon Feys;;;WES_034;2/07/2009;Watersnuffel;;;10;;;;;;
Ward Vercruysse;;;WES_034;10/08/2009;Gewone oeverlibel;;;2;;;;;;
Ward Vercruysse;;;WES_034;10/08/2009;Lantaarntje;;;;1;1;;;;
Ward Vercruysse;;;WES_034;10/08/2009;Tengere grasjuffer;;;6;;;;;;
Wouter Van Gompel;;;WES_035;2/07/2009;Watersnuffel;;;2;1;;;x;;
Ward Vercruysse;;;WES_035;2/06/2009;Zwervende heidelibel;;;1;;;;;;
Wouter Van Gompel;;;WES_035;2/07/2009;Gewone oeverlibel;;;1;;;;;;
Wouter Van Gompel;;;WES_035;2/07/2009;Grote keizerlibel;;;1;;;;;;
Wouter Van Gompel;;;WES_035;2/07/2009;Lantaarntje;;;1;;;;;;
Wouter Van Gompel;;;WES_035;2/07/2009;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;WES_035;10/08/2009;Tengere grasjuffer;;;3;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_035;10/08/2009;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;WES_037;8/06/2009;Lantaarntje;;5;5;2;117;;x;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;WES_037;14/07/2009;Kanaaljuffer;;;9;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;WES_037;14/07/2009;Gewone oeverlibel;;1;19;1;1;;x;;
Ward Vercruysse;;;WES_037;8/06/2009;Watersnuffel;;2;18;4;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_037;8/06/2009;Gewone oeverlibel;;1;;;2;;;;
Ward Vercruysse;;;WES_037;8/06/2009;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;WES_037;8/06/2009;Zwervende heidelibel;;;2;;;;;;
Ward Vercruysse;Simon Feys;;WES_037;14/07/2009;Azuurwaterjuffer;;;2;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;WES_037;14/07/2009;Watersnuffel;;;100;14;;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;WES_037;14/07/2009;Grote keizerlibel;;;2;;;;;;
Ward Vercruysse;Simon Feys;;WES_037;14/07/2009;Kleine roodoogjuffer;;;5;1;;;;;
Ward Vercruysse;Simon Feys;;WES_037;14/07/2009;Lantaarntje;;2;;;17;;;;
Ward Vercruysse;Simon Feys;;WES_037;14/07/2009;Zuidelijke keizerlibel;;;;;1;;;;
Ward Vercruysse;;;WES_037;10/08/2009;Gewone oeverlibel;;;12;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_037;10/08/2009;Watersnuffel;;;80;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;WES_037;10/08/2009;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;WES_037;10/08/2009;Kanaaljuffer;;;3;;;;;;
Ward Vercruysse;;;WES_037;10/08/2009;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;WES_037;10/08/2009;Lantaarntje;;;2;2;6;;;;
Ward Vercruysse;;;WES_037;10/08/2009;Zuidelijke keizerlibel;;;1;;;;;;
Simon Feys;;;WES_038;20/08/2009;Grote keizerlibel;;;1;1;;;x;;
Ward Vercruysse;Simon Feys;;WES_038;12/06/2009;Azuurwaterjuffer;;6;28;8;;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;WES_038;12/06/2009;Grote keizerlibel;;;3;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;WES_038;12/06/2009;Lantaarntje;;26;8;15;93;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;WES_038;12/06/2009;Watersnuffel;;;35;4;;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;WES_038;12/06/2009;Bruine winterjuffer;;;1;;10;;;;
Ward Vercruysse;Simon Feys;;WES_038;12/06/2009;Gaffelwaterjuffer;;1;2;;;;;;
Ward Vercruysse;Simon Feys;;WES_038;12/06/2009;Gewone oeverlibel;;;4;;;;;;
Ward Vercruysse;Simon Feys;;WES_038;12/06/2009;Tengere grasjuffer;;1;3;;;;;;
Ward Vercruysse;Simon Feys;;WES_038;12/06/2009;Viervlek;;1;;;11;;;;
Ward Vercruysse;Simon Feys;;WES_038;12/06/2009;Zwervende heidelibel;;;2;;;;;;
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Azuurwaterjuffer;;;10;4;;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Gaffelwaterjuffer;;;9;10;;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Lantaarntje;;3;10;11;55;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Watersnuffel;;;180;14;;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Bruine winterjuffer;;13;;;;;;;
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Bruinrode heidelibel;;12;;3;;;;;
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Gewone oeverlibel;;;6;;;;;;
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Grote keizerlibel;;;3;;1;;;;
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Heidelibel spec;;20;;;;;;;
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Viervlek;;;;;1;;;;
Ward Vercruysse;Simon Feys;;WES_038;14/07/2009;Zwervende heidelibel;;;1;;;;;;
Simon Feys;;;WES_038;20/08/2009;Bruinrode heidelibel;;15;19;3;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_038;20/08/2009;Lantaarntje;;;8;5;20;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_038;20/08/2009;Tengere grasjuffer;;;14;3;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_038;20/08/2009;Watersnuffel;;;21;3;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_038;20/08/2009;Zuidelijke glazenmaker;;;7;1;;;;;Tandems gezien, niet geteld
Simon Feys;;;WES_038;20/08/2009;Bloedrode heidelibel;;;5;;;;;;
Simon Feys;;;WES_038;20/08/2009;Bruine winterjuffer;;1;2;;;;;;
Simon Feys;;;WES_038;20/08/2009;Gewone oeverlibel;;;2;;;;;;
Simon Feys;;;WES_038;20/08/2009;Heidelibel spec;;;;;3;;;;
Simon Feys;;;WES_038;20/08/2009;Paardenbijter;;;1;;;;;;
Simon Feys;;;WES_038;20/08/2009;Zuidelijke oeverlibel;;;1;;;;;;
Simon Feys;;;WES_038;20/08/2009;Zwervende heidelibel;;;;;1;;;;
Simon Feys;;;WES_038;20/08/2009;Zwervende pantserjuffer;;;2;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_004;19/07/2010;Grote keizerlibel;;;2;2;;;x;;
Ward Vercruysse;Simon Feys;;ZEB_004;24/06/2010;Gewone oeverlibel;;;;;1;;;;
Ward Vercruysse;Simon Feys;;ZEB_004;24/06/2010;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;Simon Feys;;ZEB_004;24/06/2010;Watersnuffel;;;1;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_004;19/07/2010;Bloedrode heidelibel;;;2;1;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;ZEB_004;19/07/2010;Kleine roodoogjuffer;;;37;15;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;ZEB_004;19/07/2010;Watersnuffel;;;10;1;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;ZEB_004;19/07/2010;Bloedrode heidelibel;;;1;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_004;19/07/2010;Gewone oeverlibel;;;2;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_004;19/07/2010;Viervlek;;;;;1;;;;
Simon Feys;Ward Vercruysse;;ZEB_004;19/07/2010;Vuurlibel;;;1;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_004;1/09/2010;Bruinrode heidelibel;;;1;1;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;ZEB_004;1/09/2010;Lantaarntje;;;1;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_004;1/09/2010;Paardenbijter;;;10;;;;;;
Ward Vercruysse;Simon Feys;;ZEB_005;24/06/2010;Gewone oeverlibel;;1;1;1;;;x;;
Ward Vercruysse;Simon Feys;;ZEB_005;16/06/2010;Lantaarntje;;1;;;49;;;;
Ward Vercruysse;Simon Feys;;ZEB_005;24/06/2010;Lantaarntje;;3;3;4;6;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;ZEB_005;24/06/2010;Bloedrode heidelibel;;2;;;;;;;
Ward Vercruysse;Simon Feys;;ZEB_005;24/06/2010;Grote keizerlibel;;;2;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_005;19/07/2010;Bloedrode heidelibel;;3;5;2;6;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;ZEB_005;19/07/2010;Kleine roodoogjuffer;;;15;10;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;ZEB_005;19/07/2010;Bruinrode heidelibel;;1;;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_005;19/07/2010;Gewone oeverlibel;;;4;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_005;19/07/2010;Grote keizerlibel;;;5;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_005;19/07/2010;Lantaarntje;;;;1;6;;;;
Simon Feys;Ward Vercruysse;;ZEB_005;19/07/2010;Paardenbijter;;1;;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_005;19/07/2010;Vuurlibel;;;1;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_005;19/07/2010;Watersnuffel;;;1;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_005;1/09/2010;Houtpantserjuffer;;;2;1;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;ZEB_005;1/09/2010;Paardenbijter;;;6;5;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;ZEB_005;1/09/2010;Bloedrode heidelibel;;;1;1;;;;;
Simon Feys;Ward Vercruysse;;ZEB_005;1/09/2010;Bruinrode heidelibel;;;2;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_005;1/09/2010;Lantaarntje;;;1;;5;;;;
Ward Vercruysse;Simon Feys;;ZEB_006;24/06/2010;Azuurwaterjuffer;;;2;;;;;;
Ward Vercruysse;Simon Feys;;ZEB_006;24/06/2010;Bloedrode heidelibel;;114;;;;;;;
Ward Vercruysse;Simon Feys;;ZEB_006;24/06/2010;Lantaarntje;;4;;4;16;;;;
Ward Vercruysse;Simon Feys;;ZEB_006;19/07/2010;Bloedrode heidelibel;;5;82;24;39;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;ZEB_006;19/07/2010;Lantaarntje;;;1;3;39;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;ZEB_006;19/07/2010;Zwervende pantserjuffer;;;2;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;Simon Feys;;ZEB_006;19/07/2010;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;Simon Feys;;ZEB_006;19/07/2010;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;Simon Feys;;ZEB_006;19/07/2010;Zuidelijke glazenmaker;;;3;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_006;1/09/2010;Bloedrode heidelibel;;;58;3;;;;;Tandems gezien, niet geteld
Simon Feys;Ward Vercruysse;;ZEB_006;1/09/2010;Bruine winterjuffer;;1;;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_006;1/09/2010;Bruinrode heidelibel;;;5;1;;;;;
Simon Feys;Ward Vercruysse;;ZEB_006;1/09/2010;Houtpantserjuffer;;;1;;;;;;
Simon Feys;Ward Vercruysse;;ZEB_006;1/09/2010;Lantaarntje;;;;;2;;;;
Simon Feys;Ward Vercruysse;;ZEB_006;1/09/2010;Paardenbijter;;;18;2;;;;;
Simon Feys;Ward Vercruysse;;ZEB_006;1/09/2010;Steenrode heidelibel;;;;1;;;;;
Simon Feys;Ward Vercruysse;;ZEB_006;1/09/2010;Zuidelijke glazenmaker;;;2;;;;;w.o. 1 dood ex.;
Simon Feys;Ward Vercruysse;;ZEB_006;1/09/2010;Zwervende pantserjuffer;;;;1;;;;;
Simon Feys;;;ZWI_001;29/05/2009;Azuurwaterjuffer;;;20;5;;;x;;Tandems gezien, niet geteld
Simon Feys;;;ZWI_001;29/05/2009;Grote keizerlibel;;;1;1;;;x;;
Ward Vercruysse;;;ZWI_001;1/07/2009;Azuurwaterjuffer;;;4;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_001;1/07/2009;Gaffelwaterjuffer;;;95;90;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_001;1/07/2009;Lantaarntje;;;2;3;7;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_001;1/07/2009;Grote keizerlibel;;;1;1;;;x;;
Ward Vercruysse;;;ZWI_001;18/08/2009;Bruinrode heidelibel;;;4;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_001;18/08/2009;Grote keizerlibel;;;;1;;;x;;
Ward Vercruysse;;;ZWI_001;23/05/2007;Platbuik;;;1;;;;;;
Simon Feys;;;ZWI_001;29/05/2009;Gewone oeverlibel;;;1;;;;;;
Simon Feys;;;ZWI_001;29/05/2009;Lantaarntje;;1;;;2;;;;
Simon Feys;;;ZWI_001;29/05/2009;Platbuik;;;2;;;;;;
Simon Feys;;;ZWI_001;29/05/2009;Tengere grasjuffer;;;;;4;;;;
Ward Vercruysse;;;ZWI_001;1/07/2009;Gewone oeverlibel;;;4;;;;;;
