WaarnemerNaam1;WaarnemerNaam2;WaarnemerNaam3;PoelCode;Datum;SoortNaamNl;Exuvium;Teneral;Mannetje;Wijfje;Adult onbepaald;Tandem;Eiafzettend;Opmerking_Poel;Opmerking_Soort
Ward Vercruysse;;;ZWI_011;27/08/2007;Bruinrode heidelibel;;10;6;4;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_011;27/08/2007;Grote keizerlibel;;;2;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_011;27/08/2007;Paardenbijter;;;;1;;;x;;
Ward Vercruysse;;;ZWI_011;23/05/2007;Gewone oeverlibel;;1;;;;;;;
Ward Vercruysse;;;ZWI_011;23/05/2007;Grote keizerlibel;50;1;;;;;;;
Ward Vercruysse;;;ZWI_011;23/05/2007;Lantaarntje;;;;;5;;;;
Ward Vercruysse;;;ZWI_011;23/05/2007;Platbuik;;;2;;;;;;
Ward Vercruysse;;;ZWI_011;23/05/2007;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_011;23/05/2007;Viervlek;;;;;1;;;;
Ward Vercruysse;;;ZWI_011;16/07/2007;Lantaarntje;;10;1;1;10;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_011;16/07/2007;Bruinrode heidelibel;;5;;;;;;;
Ward Vercruysse;;;ZWI_011;16/07/2007;Gewone oeverlibel;;;2;;;;;;
Ward Vercruysse;;;ZWI_011;16/07/2007;Vuurlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_011;16/07/2007;Zwervende pantserjuffer;;;4;;;;;;
Ward Vercruysse;;;ZWI_011;27/08/2007;Lantaarntje;;;2;5;5;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_011;27/08/2007;Watersnuffel;;;7;4;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_011;27/08/2007;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_011;27/08/2007;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_011;27/08/2007;Kleine roodoogjuffer;;;10;;;;;;
Ward Vercruysse;;;ZWI_011;27/08/2007;Vuurlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_011;27/08/2007;Zwervende heidelibel;;10;;;;;;;
Ward Vercruysse;;;ZWI_011;27/08/2007;Zwervende pantserjuffer;;;2;;1;;;;
Ward Vercruysse;;;ZWI_012;23/05/2007;Azuurwaterjuffer;;;2;2;15;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_012;16/07/2007;Azuurwaterjuffer;;;8;4;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_012;16/07/2007;Bloedrode heidelibel;;;2;2;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_012;16/07/2007;Grote keizerlibel;;;2;3;;;x;;
Ward Vercruysse;;;ZWI_012;23/05/2007;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_012;23/05/2007;Platbuik;;;2;;;;;;
Ward Vercruysse;;;ZWI_012;16/07/2007;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_012;16/07/2007;Kleine roodoogjuffer;;;3;;;;;;
Ward Vercruysse;;;ZWI_012;16/07/2007;Lantaarntje;;;1;;;;;;
Ward Vercruysse;;;ZWI_012;27/08/2007;Bruinrode heidelibel;;;5;2;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_012;27/08/2007;Lantaarntje;;;4;2;1;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_012;27/08/2007;Kleine roodoogjuffer;;;15;;;;;;
Ward Vercruysse;;;ZWI_012;27/08/2007;Zwervende pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_012;18/06/2013;Azuurwaterjuffer;;;7;;;4;;;
Ward Vercruysse;;;ZWI_012;18/06/2013;Gaffelwaterjuffer;;;9;;;;;;
Ward Vercruysse;;;ZWI_012;18/06/2013;Lantaarntje;;;;;;1;;;
Ward Vercruysse;;;ZWI_012;18/06/2013;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_012;18/06/2013;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;ZWI_012;15/07/2013;Azuurwaterjuffer;;;5;;;3;;;
Ward Vercruysse;;;ZWI_012;15/07/2013;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_012;15/07/2013;Gaffelwaterjuffer;;;37;2;;44;;;
Ward Vercruysse;;;ZWI_012;15/07/2013;Gewone oeverlibel;;;3;;;;;;
Ward Vercruysse;;;ZWI_012;15/07/2013;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_012;15/07/2013;Kleine roodoogjuffer;;;;;;2;;;
Ward Vercruysse;;;ZWI_012;15/07/2013;Lantaarntje;;;;;3;1;;;
Ward Vercruysse;;;ZWI_012;15/07/2013;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_012;15/07/2013;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_012;21/08/2013;Azuurwaterjuffer;;;6;;;1;;;
Ward Vercruysse;;;ZWI_012;21/08/2013;Bloedrode heidelibel;;;;;;1;;;
Ward Vercruysse;;;ZWI_012;21/08/2013;Kleine roodoogjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_012;21/08/2013;Lantaarntje;;;;;5;;;;
Ward Vercruysse;;;ZWI_012;21/08/2013;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;ZWI_012;21/08/2013;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;ZWI_012;21/08/2013;Zuidelijke glazenmaker;;;1;;;;;;
Ward Vercruysse;;;ZWI_012;21/08/2013;Zwervende pantserjuffer;;;2;;1;6;;;
Ward Vercruysse;;;ZWI_013;23/05/2014;Azuurwaterjuffer;;;8;;;7;;;
Ward Vercruysse;;;ZWI_013;23/05/2014;Gaffelwaterjuffer;;;2;3;;;;;
Ward Vercruysse;;;ZWI_013;23/05/2014;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;ZWI_013;23/05/2014;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_013;23/05/2014;Tengere grasjuffer;;;1;1;;;;;
Ward Vercruysse;;;ZWI_013;23/05/2014;Viervlek;;;;;2;;;;
Ward Vercruysse;;;ZWI_013;26/06/2014;Azuurwaterjuffer;;;7;;;1;;;
Ward Vercruysse;;;ZWI_013;26/06/2014;Bruinrode heidelibel;;2;1;;3;;;;
Ward Vercruysse;;;ZWI_013;26/06/2014;Gaffelwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_013;26/06/2014;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_013;26/06/2014;Houtpantserjuffer;;;3;2;;;;;
Ward Vercruysse;;;ZWI_013;26/06/2014;Lantaarntje;;;;;3;;;;
Ward Vercruysse;;;ZWI_013;13/08/2014;Bruinrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_013;13/08/2014;Lantaarntje;;;;1;5;;;;
Ward Vercruysse;;;ZWI_013;13/08/2014;Tengere grasjuffer;;;;;;;;;
Ward Vercruysse;;;ZWI_013;13/08/2014;Zuidelijke oeverlibel;;;;1;;;;;
Ward Vercruysse;;;ZWI_013;13/08/2014;Zwervende pantserjuffer;;;1;;;;;;
Simon Feys;;;ZWI_027;29/05/2009;Azuurwaterjuffer;;;15;5;;;;;Tandems gezien, niet geteld
Simon Feys;;;ZWI_027;29/05/2009;Platbuik;;;1;;;;;;
Wouter Van Gompel;;;ZWI_028;29/05/2009;Zwervende heidelibel;;;4;1;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_028;1/07/2009;Gaffelwaterjuffer;;;7;4;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_028;1/07/2009;Gewone oeverlibel;;;3;1;;;x;;
Ward Vercruysse;;;ZWI_028;1/07/2009;Grote keizerlibel;;;1;1;;;x;;
Wouter Van Gompel;;;ZWI_028;29/05/2009;Azuurwaterjuffer;;;3;1;;;;;Tandems gezien, niet geteld
Wouter Van Gompel;;;ZWI_028;29/05/2009;Gewone oeverlibel;;;2;1;;;;;
Wouter Van Gompel;;;ZWI_028;29/05/2009;Grote keizerlibel;;;1;;;;;;
Wouter Van Gompel;;;ZWI_028;29/05/2009;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_028;1/07/2009;Platbuik;;;1;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_028;1/07/2009;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;ZWI_028;1/07/2009;Zwervende heidelibel;;;3;;;;;;
Ward Vercruysse;;;ZWI_028;18/08/2009;Bruinrode heidelibel;;;1;1;1;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_028;18/08/2009;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_028;18/08/2009;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_028;18/08/2009;Kleine roodoogjuffer;;;4;;;;;;
Ward Vercruysse;;;ZWI_028;18/08/2009;Lantaarntje;;;1;;2;;;;
Ward Vercruysse;;;ZWI_028;18/08/2009;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;ZWI_028;18/08/2009;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;ZWI_028;18/08/2009;Zwervende pantserjuffer;;;11;5;3;;;;
Simon Feys;;;ZWI_037;29/05/2009;Azuurwaterjuffer;;;40;10;;;x;;Tandems gezien, niet geteld
Simon Feys;;;ZWI_037;29/05/2009;Platbuik;;;2;1;;;x;;
Ward Vercruysse;;;ZWI_037;1/07/2009;Azuurwaterjuffer;;;17;6;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_037;1/07/2009;Gaffelwaterjuffer;;1;25;20;;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_037;1/07/2009;Lantaarntje;;;3;5;1;;x;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_037;1/07/2009;Gewone oeverlibel;;;5;;;;;;
Ward Vercruysse;;;ZWI_037;1/07/2009;Platbuik;;;;1;;;;;
Ward Vercruysse;;;ZWI_037;18/08/2009;Bruinrode heidelibel;;;1;1;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_037;18/08/2009;Houtpantserjuffer;;;3;3;;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_037;18/08/2009;Zwervende pantserjuffer;;;10;3;2;;;;Tandems gezien, niet geteld
Ward Vercruysse;;;ZWI_037;18/08/2009;Kleine roodoogjuffer;;;;1;;;;;
Ward Vercruysse;;;ZWI_037;18/08/2009;Lantaarntje;;;1;2;2;;;;
Ward Vercruysse;;;ZWI_037;18/08/2009;Tengere grasjuffer;;;5;;;;;;
Ward Vercruysse;;;ZWI_038;13/08/2014;Zwervende pantserjuffer;;;;1;;;x;;
Ward Vercruysse;;;ZWI_038;23/05/2014;Azuurwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_038;23/05/2014;Lantaarntje;;;;;4;;;;
Ward Vercruysse;;;ZWI_038;23/05/2014;Viervlek;;;;;1;;;;
Ward Vercruysse;;;ZWI_038;26/06/2014;Bloedrode heidelibel;;1;1;;;1;;;
Ward Vercruysse;;;ZWI_038;26/06/2014;Gaffelwaterjuffer;;;;1;;;;;
Ward Vercruysse;;;ZWI_038;26/06/2014;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_038;13/08/2014;Bloedrode heidelibel;;;1;;;1;;;
Ward Vercruysse;;;ZWI_039;29/05/2012;Gaffelwaterjuffer;;;;;;1;;;
Ward Vercruysse;;;ZWI_039;29/05/2012;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_039;29/05/2012;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_039;2/07/2012;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_039;2/07/2012;Gaffelwaterjuffer;;;15;;;26;;;
Ward Vercruysse;;;ZWI_039;2/07/2012;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_039;2/07/2012;Houtpantserjuffer;;1;;;;;;;
Ward Vercruysse;;;ZWI_039;2/07/2012;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_039;2/07/2012;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_039;2/07/2012;Watersnuffel;;;4;;;;;;
Ward Vercruysse;;;ZWI_039;2/07/2012;Zwervende heidelibel;;;2;;;;;;
Ward Vercruysse;;;ZWI_039;16/08/2012;Bruinrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_039;16/08/2012;Grote keizerlibel;;;2;;;;;;
Ward Vercruysse;;;ZWI_039;16/08/2012;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_039;16/08/2012;Lantaarntje;;;;;1;1;;;
Ward Vercruysse;;;ZWI_039;16/08/2012;Tengere grasjuffer;;;3;;;3;;;
Ward Vercruysse;;;ZWI_039;16/08/2012;Watersnuffel;;;6;;;;;;
Ward Vercruysse;;;ZWI_040;29/05/2012;Gewone oeverlibel;;;2;1;;;x;;
Ward Vercruysse;;;ZWI_040;29/05/2012;Platbuik;;;1;1;;;x;;
Ward Vercruysse;;;ZWI_040;2/07/2012;Gewone oeverlibel;;;3;;;1;x;;
Ward Vercruysse;;;ZWI_040;29/05/2012;Watersnuffel;;;;;;1;;;
Ward Vercruysse;;;ZWI_040;2/07/2012;Gaffelwaterjuffer;;;45;;;52;;;
Ward Vercruysse;;;ZWI_040;2/07/2012;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_040;2/07/2012;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_040;2/07/2012;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_040;2/07/2012;Platbuik;;;2;;;;;;
Ward Vercruysse;;;ZWI_040;2/07/2012;Watersnuffel;;;6;;;1;;;
Ward Vercruysse;;;ZWI_040;2/07/2012;Zwervende heidelibel;;;2;;;;;;
Ward Vercruysse;;;ZWI_040;16/08/2012;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_040;16/08/2012;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_040;16/08/2012;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_040;16/08/2012;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;ZWI_040;16/08/2012;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_040;16/08/2012;Tengere grasjuffer;;;5;;;;;;
Ward Vercruysse;;;ZWI_040;16/08/2012;Watersnuffel;;;12;;;;;;
Ward Vercruysse;;;ZWI_040;16/08/2012;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_041;29/05/2012;Tengere grasjuffer;;;;1;;;x;;
Ward Vercruysse;;;ZWI_041;16/08/2012;Grote keizerlibel;;;1;2;;;x;;
Ward Vercruysse;;;ZWI_041;29/05/2012;Azuurwaterjuffer;;1;;;;;;;
Ward Vercruysse;;;ZWI_041;29/05/2012;Azuurwaterjuffer;;;1;;;1;;;
Ward Vercruysse;;;ZWI_041;29/05/2012;Gaffelwaterjuffer;;;1;;;1;;;
Ward Vercruysse;;;ZWI_041;29/05/2012;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_041;29/05/2012;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_041;29/05/2012;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_041;29/05/2012;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;ZWI_041;29/05/2012;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_041;2/07/2012;Azuurwaterjuffer;;;1;;;1;;;
Ward Vercruysse;;;ZWI_041;2/07/2012;Gaffelwaterjuffer;;;33;;;121;;;
Ward Vercruysse;;;ZWI_041;2/07/2012;Gewone oeverlibel;;;2;;;;;;
Ward Vercruysse;;;ZWI_041;2/07/2012;Grote keizerlibel;;;;1;;;;;
Ward Vercruysse;;;ZWI_041;2/07/2012;Lantaarntje;;;;;2;1;;;
Ward Vercruysse;;;ZWI_041;2/07/2012;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_041;2/07/2012;Watersnuffel;;;15;;;;;;
Ward Vercruysse;;;ZWI_041;2/07/2012;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_041;16/08/2012;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;ZWI_042;16/08/2012;Watersnuffel;;;36;;;2;;;
Ward Vercruysse;;;ZWI_042;18/06/2013;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_042;18/06/2013;Gaffelwaterjuffer;;;;;;1;;;
Ward Vercruysse;;;ZWI_042;18/06/2013;Lantaarntje;;;1;;;;;;
Ward Vercruysse;;;ZWI_042;18/06/2013;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_042;15/07/2013;Bruinrode heidelibel;;5;;;;;;;
Ward Vercruysse;;;ZWI_042;15/07/2013;Gaffelwaterjuffer;;;9;;;1;;;
Ward Vercruysse;;;ZWI_042;15/07/2013;Gewone oeverlibel;;;3;;;;;;
Ward Vercruysse;;;ZWI_042;15/07/2013;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_042;15/07/2013;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;ZWI_042;15/07/2013;Tengere grasjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_042;15/07/2013;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;ZWI_042;21/08/2013;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_042;21/08/2013;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_042;21/08/2013;Houtpantserjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_042;21/08/2013;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;ZWI_042;21/08/2013;Zwervende pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_043;2/07/2012;Zwervende heidelibel;;;;;;1;x;;
Ward Vercruysse;;;ZWI_043;29/05/2012;Lantaarntje;;;;1;;;;;
Ward Vercruysse;;;ZWI_043;29/05/2012;Platbuik;;;;1;;;;;
Ward Vercruysse;;;ZWI_043;2/07/2012;Gaffelwaterjuffer;;;20;;;9;;;
Ward Vercruysse;;;ZWI_043;2/07/2012;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_043;2/07/2012;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_043;2/07/2012;Watersnuffel;;;5;;;;;;
Ward Vercruysse;;;ZWI_043;16/08/2012;Kleine roodoogjuffer;;;3;;;;;;
Ward Vercruysse;;;ZWI_043;16/08/2012;Lantaarntje;;;;;3;1;;;
Ward Vercruysse;;;ZWI_043;16/08/2012;Lantaarntje;;;;;3;;;;
Ward Vercruysse;;;ZWI_043;16/08/2012;Tengere grasjuffer;;;5;1;;1;;;
Ward Vercruysse;;;ZWI_043;16/08/2012;Watersnuffel;;;6;;;;;;
Ward Vercruysse;;;ZWI_044;18/06/2013;Gewone oeverlibel;;;1;1;;;x;;
Ward Vercruysse;;;ZWI_044;16/08/2012;Houtpantserjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_044;18/06/2013;Azuurwaterjuffer;;;8;;;;;;
Ward Vercruysse;;;ZWI_044;18/06/2013;Gaffelwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_044;18/06/2013;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_044;18/06/2013;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_044;18/06/2013;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_044;18/06/2013;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_044;15/07/2013;Azuurwaterjuffer;;;3;;;;;;
Ward Vercruysse;;;ZWI_044;15/07/2013;Gaffelwaterjuffer;;;3;;;1;;;
Ward Vercruysse;;;ZWI_044;15/07/2013;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_044;15/07/2013;Houtpantserjuffer;;5;;;;;;;
Ward Vercruysse;;;ZWI_044;15/07/2013;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_044;15/07/2013;Lantaarntje;;;;;2;;;;
Ward Vercruysse;;;ZWI_044;15/07/2013;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_044;15/07/2013;Watersnuffel;;;1;;;;;;
Ward Vercruysse;;;ZWI_044;21/08/2013;Blauwe glazenmaker;;;1;;;;;;
Ward Vercruysse;;;ZWI_044;21/08/2013;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_044;21/08/2013;Grote keizerlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_044;21/08/2013;Houtpantserjuffer;;;1;;;2;;;
Ward Vercruysse;;;ZWI_044;21/08/2013;Lantaarntje;;;;1;;;;;
Ward Vercruysse;;;ZWI_044;21/08/2013;Paardenbijter;;;1;;;;;;
Ward Vercruysse;;;ZWI_044;21/08/2013;Watersnuffel;;;4;;;;;;
Ward Vercruysse;;;ZWI_044;21/08/2013;Zwervende pantserjuffer;;;1;;;2;;;
Ward Vercruysse;;;ZWI_045;15/07/2013;Grote keizerlibel;;;;1;;;x;;
Ward Vercruysse;;;ZWI_045;21/08/2013;Tengere grasjuffer;;;4;1;;;x;;
Ward Vercruysse;;;ZWI_045;16/08/2012;Tengere grasjuffer;;;2;1;;;;;
Ward Vercruysse;;;ZWI_045;18/06/2013;Gewone oeverlibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_045;18/06/2013;Tengere grasjuffer;;;2;2;;1;;;
Ward Vercruysse;;;ZWI_045;18/06/2013;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_045;15/07/2013;Bruinrode heidelibel;;7;;;;;;;
Ward Vercruysse;;;ZWI_045;15/07/2013;Gaffelwaterjuffer;;;10;;;1;;;
Ward Vercruysse;;;ZWI_045;15/07/2013;Gewone oeverlibel;;;3;;;;;;
Ward Vercruysse;;;ZWI_045;15/07/2013;Lantaarntje;;1;;;1;;;;
Ward Vercruysse;;;ZWI_045;15/07/2013;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_045;15/07/2013;Tengere grasjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_045;15/07/2013;Watersnuffel;;;4;;;;;;
Ward Vercruysse;;;ZWI_046;16/08/2012;Lantaarntje;;;;1;9;2;x;;
Ward Vercruysse;;;ZWI_046;29/05/2012;Azuurwaterjuffer;;1;10;;;10;;;
Ward Vercruysse;;;ZWI_046;29/05/2012;Gaffelwaterjuffer;;1;5;1;;1;;;
Ward Vercruysse;;;ZWI_046;29/05/2012;Lantaarntje;;;;1;2;;;;
Ward Vercruysse;;;ZWI_046;29/05/2012;Viervlek;;;;;1;;;;
Ward Vercruysse;;;ZWI_046;2/07/2012;Azuurwaterjuffer;;;16;;;15;;;
Ward Vercruysse;;;ZWI_046;2/07/2012;Gaffelwaterjuffer;;;4;;;9;;;
Ward Vercruysse;;;ZWI_046;2/07/2012;Gevlekte witsnuitlibel;;;2;;;;;;
Ward Vercruysse;;;ZWI_046;2/07/2012;Kleine roodoogjuffer;;;22;;;;;;
Ward Vercruysse;;;ZWI_046;2/07/2012;Lantaarntje;;;;;;2;;;
Ward Vercruysse;;;ZWI_046;2/07/2012;Viervlek;;;;;2;;;;
Ward Vercruysse;;;ZWI_046;16/08/2012;Azuurwaterjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_046;16/08/2012;Bloedrode heidelibel;;;3;;;1;;;
Ward Vercruysse;;;ZWI_046;16/08/2012;Bruinrode heidelibel;;;3;;;1;;;
Ward Vercruysse;;;ZWI_046;16/08/2012;Houtpantserjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_046;16/08/2012;Kleine roodoogjuffer;;;32;1;;1;;;
Ward Vercruysse;;;ZWI_046;16/08/2012;Zwervende pantserjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_047;29/05/2012;Platbuik;;;2;1;;;x;;
Ward Vercruysse;;;ZWI_047;2/07/2012;Viervlek;;;;1;;;x;;
Ward Vercruysse;;;ZWI_047;29/05/2012;Azuurwaterjuffer;;;3;1;;;;;
Ward Vercruysse;;;ZWI_047;29/05/2012;Gaffelwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_047;29/05/2012;Gewone oeverlibel;;1;;;;;;;
Ward Vercruysse;;;ZWI_047;2/07/2012;Azuurwaterjuffer;;;6;;;;;;
Ward Vercruysse;;;ZWI_047;2/07/2012;Gaffelwaterjuffer;;;4;;;3;;;
Ward Vercruysse;;;ZWI_047;2/07/2012;Kleine roodoogjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_047;2/07/2012;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_047;16/08/2012;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_047;16/08/2012;Bruinrode heidelibel;;;3;;;1;;;
Ward Vercruysse;;;ZWI_047;16/08/2012;Grote keizerlibel;;;;1;;;;;
Ward Vercruysse;;;ZWI_047;16/08/2012;Kleine roodoogjuffer;;;;;;1;;;
Ward Vercruysse;;;ZWI_047;16/08/2012;Lantaarntje;;;;;1;;;;
Ward Vercruysse;;;ZWI_047;16/08/2012;Tengere grasjuffer;;;2;;;;;;
Ward Vercruysse;;;ZWI_048;16/08/2012;Bruinrode heidelibel;;;;1;;;x;;
Ward Vercruysse;;;ZWI_100;29/05/2012;Gewone oeverlibel;;1;;;;;;;
Ward Vercruysse;;;ZWI_100;2/07/2012;Azuurwaterjuffer;;;;;;2;;;
Ward Vercruysse;;;ZWI_100;16/08/2012;Bloedrode heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_100;16/08/2012;Bruinrode heidelibel;;;2;;;;;;
Ward Vercruysse;;;ZWI_100;16/08/2012;Lantaarntje;;;2;;;;;;
Ward Vercruysse;;;ZWI_100;16/08/2012;Zwervende pantserjuffer;;;2;;1;;;;
Ward Vercruysse;;;ZWI_101;29/05/2012;Tengere grasjuffer;;;1;1;;;x;;
Ward Vercruysse;;;ZWI_101;2/07/2012;Zwervende heidelibel;;;;;;1;x;;
Ward Vercruysse;;;ZWI_101;29/05/2012;Azuurwaterjuffer;;;1;;;;;;
Ward Vercruysse;;;ZWI_101;29/05/2012;Gaffelwaterjuffer;;;1;;;1;;;
Ward Vercruysse;;;ZWI_101;29/05/2012;Lantaarntje;;1;;;2;;;;
Ward Vercruysse;;;ZWI_101;29/05/2012;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_101;29/05/2012;Zwervende heidelibel;;;1;;;;;;
Ward Vercruysse;;;ZWI_101;2/07/2012;Azuurwaterjuffer;;;5;;;1;;;
Ward Vercruysse;;;ZWI_101;2/07/2012;Gaffelwaterjuffer;;;7;1;;3;;;
Ward Vercruysse;;;ZWI_101;2/07/2012;Gewone oeverlibel;;;3;;;;;;
Ward Vercruysse;;;ZWI_101;2/07/2012;Grote keizerlibel;;;;1;;;;;
Ward Vercruysse;;;ZWI_101;2/07/2012;Houtpantserjuffer;;1;;;;;;;
Ward Vercruysse;;;ZWI_101;2/07/2012;Platbuik;;;1;;;;;;
Ward Vercruysse;;;ZWI_101;16/08/2012;Bloedrode heidelibel;;;1;;;;;;
