"UniqueID";"TaxonomicGroup";"YearPublished";"Kingdom";"SpeciesnameAsPublished";"SpeciesnameDutch";"RLCAsPublished";"RLC";"RLCEurope";"Criteria";"Reference"
"INBO:RL:NONVAL:DRA:1996:1750";"Dragonflies";1996;"Animalia";"Coenagrion scitulum";"Gaffelwaterjuffer";"Uitgestorven in Vlaanderen";"RE";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1751";"Dragonflies";1996;"Animalia";"Cordulegaster boltonii";"Gewone bronlibel";"Bedreigd";"EN";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1752";"Dragonflies";1996;"Animalia";"Cordulia aenea";"Smaragdlibel";"Kwetsbaar";"VU";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1753";"Dragonflies";1996;"Animalia";"Crocothemis erythraea";"Vuurlibel";"Onvoldoende gekend";"DD";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1754";"Dragonflies";1996;"Animalia";"Enallagma cyathigerum";"Watersnuffel";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1755";"Dragonflies";1996;"Animalia";"Epitheca bimaculata";"Tweevlek";"Uitgestorven in Vlaanderen";"RE";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1756";"Dragonflies";1996;"Animalia";"Erythromma najas";"Grote roodoogjuffer";"Kwetsbaar";"VU";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1757";"Dragonflies";1996;"Animalia";"Erythromma viridulum";"Kleine roodoogjuffer";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1758";"Dragonflies";1996;"Animalia";"Gomphus pulchellus";"Plasrombout";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1759";"Dragonflies";1996;"Animalia";"Gomphus vulgatissimus";"Beekrombout";"Bedreigd";"EN";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1760";"Dragonflies";1996;"Animalia";"Ischnura elegans";"Lantaarntje";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1761";"Dragonflies";1996;"Animalia";"Ischnura pumilio";"Tengere grasjuffer";"Bedreigd";"EN";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1762";"Dragonflies";1996;"Animalia";"Lestes dryas";"Tangpantserjuffer";"Bedreigd";"EN";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1763";"Dragonflies";1996;"Animalia";"Lestes sponsa";"Gewone pantserjuffer";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1764";"Dragonflies";1996;"Animalia";"Lestes virens";"Tengere pantserjuffer";"Zeldzaam";"NT";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1765";"Dragonflies";1996;"Animalia";"Lestes viridis";"Houtpantserjuffer";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1766";"Dragonflies";1996;"Animalia";"Leucorrhinia caudalis";"Sierlijke witsnuitlibel";"Uitgestorven in Vlaanderen";"RE";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1767";"Dragonflies";1996;"Animalia";"Leucorrhinia dubia";"Venwitsnuitlibel";"Kwetsbaar";"VU";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1768";"Dragonflies";1996;"Animalia";"Leucorrhinia pectoralis";"Gevlekte witsnuitlibel";"Uitgestorven in Vlaanderen";"RE";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1769";"Dragonflies";1996;"Animalia";"Leucorrhinia rubicunda";"Noordse witsnuitlibel";"Met uitsterven bedreigd";"CR";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1770";"Dragonflies";1996;"Animalia";"Libellula depressa";"Platbuik";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1771";"Dragonflies";1996;"Animalia";"Libellula fulva";"Bruine korenbout";"Met uitsterven bedreigd";"CR";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1772";"Dragonflies";1996;"Animalia";"Libellula quadrimaculata";"Viervlek";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1773";"Dragonflies";1996;"Animalia";"Nehalennia speciosa";"Dwergjuffer";"Uitgestorven in Vlaanderen";"RE";"NT";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1774";"Dragonflies";1996;"Animalia";"Onychogomphus forcipatus";"Kleine tanglibel";"Uitgestorven in Vlaanderen";"RE";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1775";"Dragonflies";1996;"Animalia";"Orthetrum cancellatum";"Gewone oeverlibel";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1776";"Dragonflies";1996;"Animalia";"Orthetrum coerulescens";"Beekoeverlibel";"Bedreigd";"EN";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1777";"Dragonflies";1996;"Animalia";"Oxygastra curtisii";"Bronslibel";"Uitgestorven in Vlaanderen";"RE";"NT";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1778";"Dragonflies";1996;"Animalia";"Platycnemis pennipes";"Breedscheenjuffer";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1779";"Dragonflies";1996;"Animalia";"Pyrrhosoma nymphula";"Vuurjuffer";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1780";"Dragonflies";1996;"Animalia";"Somatochlora arctica";"Hoogveenglanslibel";"Met uitsterven bedreigd";"CR";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1781";"Dragonflies";1996;"Animalia";"Somatochlora flavomaculata";"Gevlekte glanslibel";"Met uitsterven bedreigd";"CR";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1782";"Dragonflies";1996;"Animalia";"Somatochlora metallica";"Metaalglanslibel";"Kwetsbaar";"VU";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1783";"Dragonflies";1996;"Animalia";"Sympecma fusca";"Bruine winterjuffer";"Bedreigd";"EN";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1784";"Dragonflies";1996;"Animalia";"Sympetrum danae";"Zwarte heidelibel";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1785";"Dragonflies";1996;"Animalia";"Sympetrum depressiusculum";"Kempense heidelibel";"Zeldzaam";"NT";"VU";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1786";"Dragonflies";1996;"Animalia";"Sympetrum flaveolum";"Geelvlekheidelibel";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1787";"Dragonflies";1996;"Animalia";"Sympetrum pedemontanum";"Bandheidelibel";"Zeldzaam";"NT";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1788";"Dragonflies";1996;"Animalia";"Sympetrum sanguineum";"Bloedrode heidelibel";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1789";"Dragonflies";1996;"Animalia";"Sympetrum striolatum";"Bruinrode heidelibel";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:DRA:1996:1790";"Dragonflies";1996;"Animalia";"Sympetrum vulgatum";"Steenrode heidelibel";"Momenteel niet bedreigd";"LC";"LC";"Regional";"DeKnijfAnselin_1996"
"INBO:RL:NONVAL:EMP:2001:1857";"EmpididFlies";2001;"Animalia";"Bicellaria mera";;"Onvoldoende gekend";"DD";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1858";"EmpididFlies";2001;"Animalia";"Bicellaria nigra";;"Bedreigd";"EN";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1859";"EmpididFlies";2001;"Animalia";"Bicellaria pilosa";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1860";"EmpididFlies";2001;"Animalia";"Bicellaria simplicipes";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1861";"EmpididFlies";2001;"Animalia";"Bicellaria spuria";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1862";"EmpididFlies";2001;"Animalia";"Bicellaria subpilosa";;"Onvoldoende gekend";"DD";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1863";"EmpididFlies";2001;"Animalia";"Bicellaria sulcata";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1864";"EmpididFlies";2001;"Animalia";"Bicellaria vana";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1865";"EmpididFlies";2001;"Animalia";"Chelifera precabunda";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1866";"EmpididFlies";2001;"Animalia";"Chelifera precatoria";;"Met uitsterven bedreigd";"CR";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1867";"EmpididFlies";2001;"Animalia";"Chelifera stigmatica";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1868";"EmpididFlies";2001;"Animalia";"Chelipoda albiseta";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1869";"EmpididFlies";2001;"Animalia";"Chelipoda vocatoria";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1870";"EmpididFlies";2001;"Animalia";"Chersodromia arenaria";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1871";"EmpididFlies";2001;"Animalia";"Chersodromia cursitans";;"Kwetsbaar";"VU";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1872";"EmpididFlies";2001;"Animalia";"Chersodromia hirta";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1873";"EmpididFlies";2001;"Animalia";"Chersodromia incana";;"Met uitsterven bedreigd";"CR";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1874";"EmpididFlies";2001;"Animalia";"Chersodromia speculifera";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1875";"EmpididFlies";2001;"Animalia";"Clinocera stagnalis";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1876";"EmpididFlies";2001;"Animalia";"Crossopalpus abditus";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1877";"EmpididFlies";2001;"Animalia";"Crossopalpus curvipes";;"Kwetsbaar";"VU";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1878";"EmpididFlies";2001;"Animalia";"Crossopalpus flexuosus";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1879";"EmpididFlies";2001;"Animalia";"Crossopalpus humilis";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1880";"EmpididFlies";2001;"Animalia";"Crossopalpus minimus";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1881";"EmpididFlies";2001;"Animalia";"Crossopalpus nigritellus";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1882";"EmpididFlies";2001;"Animalia";"Crossopalpus setiger";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1883";"EmpididFlies";2001;"Animalia";"Dolichocephala engeli";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1884";"EmpididFlies";2001;"Animalia";"Dolichocephala guttata";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1885";"EmpididFlies";2001;"Animalia";"Dolichocephala irrorata";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1886";"EmpididFlies";2001;"Animalia";"Drapetis arcuata";;"Onvoldoende gekend";"DD";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1887";"EmpididFlies";2001;"Animalia";"Drapetis assimilis";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1888";"EmpididFlies";2001;"Animalia";"Drapetis exilis";;"Onvoldoende gekend";"DD";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1889";"EmpididFlies";2001;"Animalia";"Drapetis parilis";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1890";"EmpididFlies";2001;"Animalia";"Drapetis pusilla";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1891";"EmpididFlies";2001;"Animalia";"Drapetis simulans";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1892";"EmpididFlies";2001;"Animalia";"Elaphropeza ephippiata";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1893";"EmpididFlies";2001;"Animalia";"Empis acinerea";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1894";"EmpididFlies";2001;"Animalia";"Empis aemula";;"Kwetsbaar";"VU";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1895";"EmpididFlies";2001;"Animalia";"Empis aestiva";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1896";"EmpididFlies";2001;"Animalia";"Empis albinervis";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1897";"EmpididFlies";2001;"Animalia";"Empis albopilosa";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1898";"EmpididFlies";2001;"Animalia";"Empis bicuspidata";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1899";"EmpididFlies";2001;"Animalia";"Empis borealis";;"Bedreigd";"EN";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1900";"EmpididFlies";2001;"Animalia";"Empis caudatula";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1901";"EmpididFlies";2001;"Animalia";"Empis chioptera";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1902";"EmpididFlies";2001;"Animalia";"Empis ciliata";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1903";"EmpididFlies";2001;"Animalia";"Empis decora";;"Onvoldoende gekend";"DD";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1904";"EmpididFlies";2001;"Animalia";"Empis digramma";;"Bedreigd";"EN";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1905";"EmpididFlies";2001;"Animalia";"Empis femorata";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1906";"EmpididFlies";2001;"Animalia";"Empis grisea";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1907";"EmpididFlies";2001;"Animalia";"Empis livida";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1908";"EmpididFlies";2001;"Animalia";"Empis lutea";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1909";"EmpididFlies";2001;"Animalia";"Empis near acinerea";;"Onvoldoende gekend";"DD";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1910";"EmpididFlies";2001;"Animalia";"Empis nigricans";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1911";"EmpididFlies";2001;"Animalia";"Empis nigripes";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1912";"EmpididFlies";2001;"Animalia";"Empis nitida";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1913";"EmpididFlies";2001;"Animalia";"Empis nuntia";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1914";"EmpididFlies";2001;"Animalia";"Empis opaca";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1915";"EmpididFlies";2001;"Animalia";"Empis pennipes";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1916";"EmpididFlies";2001;"Animalia";"Empis planetica";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1917";"EmpididFlies";2001;"Animalia";"Empis praevia";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1918";"EmpididFlies";2001;"Animalia";"Empis prodromus";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1919";"EmpididFlies";2001;"Animalia";"Empis punctata";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1920";"EmpididFlies";2001;"Animalia";"Empis pusio";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1921";"EmpididFlies";2001;"Animalia";"Empis rufiventris";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1922";"EmpididFlies";2001;"Animalia";"Empis serotina";;"Bedreigd";"EN";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1923";"EmpididFlies";2001;"Animalia";"Empis stercorea";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1924";"EmpididFlies";2001;"Animalia";"Empis tessellata";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1925";"EmpididFlies";2001;"Animalia";"Empis trigramma";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1926";"EmpididFlies";2001;"Animalia";"Empis variegata";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1927";"EmpididFlies";2001;"Animalia";"Empis vitripennis";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1928";"EmpididFlies";2001;"Animalia";"Empis woodi";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1929";"EmpididFlies";2001;"Animalia";"Euthyneura gyllenhali";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1930";"EmpididFlies";2001;"Animalia";"Euthyneura myrtilli";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1931";"EmpididFlies";2001;"Animalia";"Gloma fuscipennis";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1932";"EmpididFlies";2001;"Animalia";"Heleodromia immaculata";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1933";"EmpididFlies";2001;"Animalia";"Hemerodromia unilineata";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1934";"EmpididFlies";2001;"Animalia";"Hilara albipennis";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1935";"EmpididFlies";2001;"Animalia";"Hilara anglodanica";;"Onvoldoende gekend";"DD";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1936";"EmpididFlies";2001;"Animalia";"Hilara beckeri";;"Bedreigd";"EN";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1937";"EmpididFlies";2001;"Animalia";"Hilara bistriata";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1938";"EmpididFlies";2001;"Animalia";"Hilara brevistyla";;"Kwetsbaar";"VU";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1939";"EmpididFlies";2001;"Animalia";"Hilara brevivittata";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1940";"EmpididFlies";2001;"Animalia";"Hilara canescens";;"Met uitsterven bedreigd";"CR";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1941";"EmpididFlies";2001;"Animalia";"Hilara chorica";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1942";"EmpididFlies";2001;"Animalia";"Hilara clypeata";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1943";"EmpididFlies";2001;"Animalia";"Hilara cornicula";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1944";"EmpididFlies";2001;"Animalia";"Hilara curtisi";;"Onvoldoende gekend";"DD";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1945";"EmpididFlies";2001;"Animalia";"Hilara discoidalis";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1946";"EmpididFlies";2001;"Animalia";"Hilara flavipes";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1947";"EmpididFlies";2001;"Animalia";"Hilara fuscipes";;"Kwetsbaar";"VU";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1948";"EmpididFlies";2001;"Animalia";"Hilara gallica";;"Bedreigd";"EN";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1949";"EmpididFlies";2001;"Animalia";"Hilara griseifrons";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1950";"EmpididFlies";2001;"Animalia";"Hilara griseola";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1951";"EmpididFlies";2001;"Animalia";"Hilara hirtipes";;"Onvoldoende gekend";"DD";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1952";"EmpididFlies";2001;"Animalia";"Hilara intermedia";;"Uitgestorven in Vlaanderen";"RE";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1953";"EmpididFlies";2001;"Animalia";"Hilara interstincta";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1954";"EmpididFlies";2001;"Animalia";"Hilara litorea";;"Bedreigd";"EN";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1955";"EmpididFlies";2001;"Animalia";"Hilara lugubris";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1956";"EmpididFlies";2001;"Animalia";"Hilara lundbecki";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1957";"EmpididFlies";2001;"Animalia";"Hilara lurida";;"Bedreigd";"EN";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1958";"EmpididFlies";2001;"Animalia";"Hilara manicata";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1959";"EmpididFlies";2001;"Animalia";"Hilara maura";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1960";"EmpididFlies";2001;"Animalia";"Hilara medeteriformis";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1961";"EmpididFlies";2001;"Animalia";"Hilara monedula";;"Momenteel niet bedreigd";"LC";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1962";"EmpididFlies";2001;"Animalia";"Hilara nigrina";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
"INBO:RL:NONVAL:EMP:2001:1963";"EmpididFlies";2001;"Animalia";"Hilara nigrocincta";;"Zeldzaam";"NT";;"Regional";"Grootaert_etal_2001"
