OBJECTID,occurrenceID,type,language,lisence,rightHolder,accessRights,datasetID,institutionCode,datasetName,basisOfRecord,"recordedBy""",District,Waterbody,zone,habitat,Vegtype2,Vegtype3,managementAction,Opmerking,Lengte,kingdom,Species,scientificNameAuthorship,taxonRank,verbatimLongitude,verbatimLatitude,verbatimCoordinateSystem,verbatimSRS,ownerInstitutionCode,EventDate,continent,countryCode,coordinateUncertaintyInMeters,decimalLongitude,decimalLatitude,coordinateSystem,nomenclaturalCode
1312,INBO:IAS:FAL:D:1312,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111219,3199","187841,6569",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.816296325,50.99950639,WGS84,ICBN
1313,INBO:IAS:FAL:D:1313,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111210,3989","187846,1753",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.816168765,50.99954641,WGS84,ICBN
1314,INBO:IAS:FAL:D:1314,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111201,2492","187850,2058",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.816037998,50.99958203,WGS84,ICBN
1315,INBO:IAS:FAL:D:1315,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111192,0701","187854,1735",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.815906818,50.99961709,WGS84,ICBN
1316,INBO:IAS:FAL:D:1316,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111182,8945","187858,1497",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.81577569,50.99965221,WGS84,ICBN
1317,INBO:IAS:FAL:D:1317,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111173,7341","187862,1605",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.815644772,50.99968765,WGS84,ICBN
1318,INBO:IAS:FAL:D:1318,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111164,5737","187866,1714",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.815513854,50.9997231,WGS84,ICBN
1319,INBO:IAS:FAL:D:1319,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111155,4133","187870,1822",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.815382936,50.99975854,WGS84,ICBN
1320,INBO:IAS:FAL:D:1320,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111146,2529","187874,193",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.815252018,50.99979398,WGS84,ICBN
1321,INBO:IAS:FAL:D:1321,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111137,0925","187878,2039",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.8151211,50.99982942,WGS84,ICBN
1322,INBO:IAS:FAL:D:1322,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111127,9321","187882,2147",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.814990181,50.99986486,WGS84,ICBN
1323,INBO:IAS:FAL:D:1323,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111118,7717","187886,2256",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.814859262,50.9999003,WGS84,ICBN
1324,INBO:IAS:FAL:D:1324,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111109,6112","187890,2364",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.814728344,50.99993574,WGS84,ICBN
1325,INBO:IAS:FAL:D:1325,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111100,4508","187894,2473",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.814597424,50.99997118,WGS84,ICBN
1326,INBO:IAS:FAL:D:1326,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111091,2904","187898,2581",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.814466505,51.00000662,WGS84,ICBN
1327,INBO:IAS:FAL:D:1327,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111082,13","187902,2689",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.814335585,51.00004206,WGS84,ICBN
1328,INBO:IAS:FAL:D:1328,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111072,9696","187906,2798",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.814204666,51.0000775,WGS84,ICBN
1329,INBO:IAS:FAL:D:1329,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111063,7954","187910,2589",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.814073553,51.00011265,WGS84,ICBN
1330,INBO:IAS:FAL:D:1330,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"172,4131695",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"111061,5797","187911,215",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.814041888,51.0001211,WGS84,ICBN
1331,INBO:IAS:FAL:D:1331,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110609,8145","188184,784",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807576904,51.00254972,WGS84,ICBN
1332,INBO:IAS:FAL:D:1332,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110601,9751","188190,9924",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807464556,51.002605,WGS84,ICBN
1333,INBO:IAS:FAL:D:1333,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110594,2493","188197,3366",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.80735381,51.0026615,WGS84,ICBN
1334,INBO:IAS:FAL:D:1334,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110586,7492","188203,9509",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807246251,51.00272045,WGS84,ICBN
1335,INBO:IAS:FAL:D:1335,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110579,3661","188210,682",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807140347,51.00278045,WGS84,ICBN
1336,INBO:IAS:FAL:D:1336,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110572,7628","188218,1917",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807045467,51.00284751,WGS84,ICBN
1337,INBO:IAS:FAL:D:1337,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110566,1478","188225,6911",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806950422,51.00291447,WGS84,ICBN
1338,INBO:IAS:FAL:D:1338,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110559,4389","188233,1067",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806854047,51.00298067,WGS84,ICBN
1339,INBO:IAS:FAL:D:1339,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110552,73","188240,5222",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806757672,51.00304687,WGS84,ICBN
1340,INBO:IAS:FAL:D:1340,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110546,0211","188247,9378",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806661297,51.00311307,WGS84,ICBN
1341,INBO:IAS:FAL:D:1341,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110539,3122","188255,3534",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806564921,51.00317928,WGS84,ICBN
1342,INBO:IAS:FAL:D:1342,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110533,2649","188263,3155",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806477912,51.00325044,WGS84,ICBN
1343,INBO:IAS:FAL:D:1343,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"120,1461549",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110527,2479","188271,3027",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806391331,51.00332182,WGS84,ICBN
1344,INBO:IAS:FAL:D:1344,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"188,1772368",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110527,1599","188271,4195",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.806390066,51.00332287,WGS84,ICBN
1345,INBO:IAS:FAL:D:1345,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"20,20795323",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110636,0995","188163,9677",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807953601,51.00236439,WGS84,ICBN
1346,INBO:IAS:FAL:D:1346,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"20,20795323",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110628,2601","188170,176",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807841253,51.00241966,WGS84,ICBN
1347,INBO:IAS:FAL:D:1347,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"20,20795323",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110620,4208","188176,3844",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807728905,51.00247494,WGS84,ICBN
1348,INBO:IAS:FAL:D:1348,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,,,"20,20795323",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"110620,2577","188176,5135",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.807726569,51.00247609,WGS84,ICBN
1349,INBO:IAS:FAL:D:1349,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"164,3634449",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"109447,8755","189886,9557",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.790835411,51.01777029,WGS84,ICBN
1350,INBO:IAS:FAL:D:1350,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"164,3634449",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"109443,3758","189895,8639",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.790770302,51.01785006,WGS84,ICBN
1351,INBO:IAS:FAL:D:1351,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"164,3634449",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"109438,5352","189904,6143",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.79070035,51.01792837,WGS84,ICBN
1352,INBO:IAS:FAL:D:1352,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"164,3634449",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"109433,6946","189913,3646",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.790630399,51.01800669,WGS84,ICBN
1353,INBO:IAS:FAL:D:1353,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"164,3634449",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"109428,824","189922,0982",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.790560022,51.01808485,WGS84,ICBN
1354,INBO:IAS:FAL:D:1354,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"164,3634449",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"109423,8819","189930,7916",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.790488629,51.01816265,WGS84,ICBN
1355,INBO:IAS:FAL:D:1355,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"164,3634449",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"109418,9397","189939,485",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.790417236,51.01824045,WGS84,ICBN
1356,INBO:IAS:FAL:D:1356,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"164,3634449",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"109413,9976","189948,1784",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.790345843,51.01831825,WGS84,ICBN
1357,INBO:IAS:FAL:D:1357,event,en,http://creativecommons.org/publicdomain/zero/1.0/,Waterwegen & Zeekanalen,http://www.inbo.be/en/norms-for-data-use,doi,INBO,"Invasive Fallopia occurrences near the rivers: Zeeschelde, Rupel and Durme",HumanObservation,B. Vandevoorde,1,Upper-Zeeschelde1,KR,Fallopia covered dike,0,0,Maaibeheer,,"164,3634449",Plantae,Fallopia japonica,(Houtt.) Ronse Decraene,species,"109408,3626","189956,4231",Belgiam Lambert 1972,Belgian Datum 1972,W&Z,2014,Europe,BE,10,3.790264626,51.01839196,WGS84,ICBN
